Sample	Celltype	Chromosome	Strand	Start	End	EF
FS198_nucl	hESC	chr17	+	0	2500000	1.5816102203844666
FS198_nucl	hESC	chr17	+	2500000	5000000	1.646363965333677
FS198_nucl	hESC	chr17	+	5000000	7500000	1.510381100940337
FS198_nucl	hESC	chr17	+	7500000	10000000	1.6026551874929609
FS198_nucl	hESC	chr17	+	10000000	12500000	1.2546038083909568
FS198_nucl	hESC	chr17	+	17500000	20000000	1.3242140842113563
FS198_nucl	hESC	chr17	+	27500000	30000000	1.4132504835165216
FS198_nucl	hESC	chr17	+	30000000	32500000	1.218989248668891
FS198_nucl	hESC	chr17	+	35000000	37500000	1.218989248668891
FS198_nucl	hESC	chr17	+	37500000	40000000	1.4229635452589016
FS198_nucl	hESC	chr17	+	40000000	42500000	1.555708722404783
FS198_nucl	hESC	chr17	+	42500000	45000000	1.6447451217099478
FS198_nucl	hESC	chr17	+	47500000	50000000	1.5055245700691473
FS198_nucl	hESC	chr17	+	57500000	60000000	1.4245823888826346
FS198_nucl	hESC	chr17	+	62500000	65000000	1.335545989577469
FS198_nucl	hESC	chr17	+	65000000	67500000	1.3387836768249304
FS198_nucl	hESC	chr17	+	67500000	70000000	1.2011819688078567
FS198_nucl	hESC	chr17	+	72500000	75000000	1.6835973686794734
FS198_nucl	hESC	chr17	+	75000000	77500000	1.8357686693101158
FS198_nucl	hESC	chr17	+	77500000	80000000	1.7094988666591573
FS198_nucl	hESC	chr17	+	80000000	82500000	1.6981669612930457
FS198_nucl	hESC	chr17	+	82500000	83257441	1.4236922610119458
FS198_nucl	hESC	chr17	-	0	2500000	1.64165872253391
FS198_nucl	hESC	chr17	-	2500000	5000000	1.5929448138533793
FS198_nucl	hESC	chr17	-	5000000	7500000	1.532864326480726
FS198_nucl	hESC	chr17	-	7500000	10000000	1.5150025599645307
FS198_nucl	hESC	chr17	-	17500000	20000000	1.209728732233201
FS198_nucl	hESC	chr17	-	27500000	30000000	1.495516996492318
FS198_nucl	hESC	chr17	-	30000000	32500000	1.3964653821752395
FS198_nucl	hESC	chr17	-	35000000	37500000	1.2730568135178921
FS198_nucl	hESC	chr17	-	37500000	40000000	1.3688608339229362
FS198_nucl	hESC	chr17	-	40000000	42500000	1.5263691386566542
FS198_nucl	hESC	chr17	-	42500000	45000000	1.687125037302407
FS198_nucl	hESC	chr17	-	47500000	50000000	1.6059351895015226
FS198_nucl	hESC	chr17	-	50000000	52500000	1.2811757982979792
FS198_nucl	hESC	chr17	-	55000000	57500000	1.222719107881343
FS198_nucl	hESC	chr17	-	57500000	60000000	1.4386841030316995
FS198_nucl	hESC	chr17	-	60000000	62500000	1.2389570774415204
FS198_nucl	hESC	chr17	-	62500000	65000000	1.2990375648141752
FS198_nucl	hESC	chr17	-	65000000	67500000	1.372108427834973
FS198_nucl	hESC	chr17	-	72500000	75000000	1.4922694025802836
FS198_nucl	hESC	chr17	-	75000000	77500000	1.7147295855547082
FS198_nucl	hESC	chr17	-	77500000	80000000	1.5799544382052395
FS198_nucl	hESC	chr17	-	80000000	82500000	1.779681463795416
FS198_nucl	hESC	chr17	-	82500000	83257441	1.3659827400570437
FS198_nucl	hESC	chr18	+	22500000	25000000	1.238415372153654
FS198_nucl	hESC	chr18	+	47500000	50000000	1.2999314298554043
FS198_nucl	hESC	chr18	+	57500000	60000000	1.296693742607944
FS198_nucl	hESC	chr18	+	77500000	80000000	1.2044196560553186
FS198_nucl	hESC	chr18	-	22500000	25000000	1.225966701793379
FS198_nucl	hESC	chr18	-	47500000	50000000	1.3087803465502823
FS198_nucl	hESC	chr18	-	57500000	60000000	1.3217707221984245
FS198_nucl	hESC	chr18	-	80000000	80373285	1.2180054052130682
FS198_nucl	hESC	chr19	+	0	2500000	1.9183296941203551
FS198_nucl	hESC	chr19	+	2500000	5000000	2.0575502457611576
FS198_nucl	hESC	chr19	+	5000000	7500000	1.822817920320274
FS198_nucl	hESC	chr19	+	7500000	10000000	1.6366509035912955
FS198_nucl	hESC	chr19	+	10000000	12500000	1.8179613894490825
FS198_nucl	hESC	chr19	+	12500000	15000000	1.7127365539066168
FS198_nucl	hESC	chr19	+	15000000	17500000	1.6755031505608216
FS198_nucl	hESC	chr19	+	17500000	20000000	1.9037601015067858
FS198_nucl	hESC	chr19	+	30000000	32500000	1.2108950305502397
FS198_nucl	hESC	chr19	+	32500000	35000000	1.5281883808013699
FS198_nucl	hESC	chr19	+	35000000	37500000	1.5379014425437494
FS198_nucl	hESC	chr19	+	37500000	40000000	1.6690277760658998
FS198_nucl	hESC	chr19	+	40000000	42500000	1.7175930847778083
FS198_nucl	hESC	chr19	+	42500000	45000000	1.2918372117367507
FS198_nucl	hESC	chr19	+	45000000	47500000	1.8778586035271019
FS198_nucl	hESC	chr19	+	47500000	50000000	1.8746209162796412
FS198_nucl	hESC	chr19	+	50000000	52500000	1.4828607593369225
FS198_nucl	hESC	chr19	+	52500000	55000000	1.422963545258903
FS198_nucl	hESC	chr19	+	55000000	57500000	1.432676607001285
FS198_nucl	hESC	chr19	+	57500000	58617616	1.6284503921988438
FS198_nucl	hESC	chr19	-	0	2500000	1.7780576668393948
FS198_nucl	hESC	chr19	-	2500000	5000000	1.9582991289573617
FS198_nucl	hESC	chr19	-	5000000	7500000	1.711481991642673
FS198_nucl	hESC	chr19	-	7500000	10000000	1.6302921438417868
FS198_nucl	hESC	chr19	-	10000000	12500000	1.7601959003232033
FS198_nucl	hESC	chr19	-	12500000	15000000	1.9729133015615208
FS198_nucl	hESC	chr19	-	15000000	17500000	1.7439579307630264
FS198_nucl	hESC	chr19	-	17500000	20000000	1.8105336059597517
FS198_nucl	hESC	chr19	-	32500000	35000000	1.4906456056242658
FS198_nucl	hESC	chr19	-	35000000	37500000	1.5312405295247065
FS198_nucl	hESC	chr19	-	37500000	40000000	1.6806298494783352
FS198_nucl	hESC	chr19	-	40000000	42500000	1.6919964281704605
FS198_nucl	hESC	chr19	-	42500000	45000000	1.2340856865734655
FS198_nucl	hESC	chr19	-	45000000	47500000	1.916080408100902
FS198_nucl	hESC	chr19	-	47500000	50000000	1.9794084893855917
FS198_nucl	hESC	chr19	-	50000000	52500000	1.4744076360640874
FS198_nucl	hESC	chr19	-	52500000	55000000	1.3282659100224945
FS198_nucl	hESC	chr19	-	55000000	57500000	1.406208163911344
FS198_nucl	hESC	chr19	-	57500000	58617616	1.3126663997832992
FS198_nucl	hESC	chr2	+	7500000	10000000	1.2529849647672264
FS198_nucl	hESC	chr2	+	10000000	12500000	1.2432719030248445
FS198_nucl	hESC	chr2	+	22500000	25000000	1.2076573433027789
FS198_nucl	hESC	chr2	+	25000000	27500000	1.596179812998041
FS198_nucl	hESC	chr2	+	30000000	32500000	1.2691734010045292
FS198_nucl	hESC	chr2	+	42500000	45000000	1.3096444915977854
FS198_nucl	hESC	chr2	+	45000000	47500000	1.2416530594011144
FS198_nucl	hESC	chr2	+	60000000	62500000	1.3193575533401676
FS198_nucl	hESC	chr2	+	70000000	72500000	1.2740299318757193
FS198_nucl	hESC	chr2	+	72500000	75000000	1.411631639892792
FS198_nucl	hESC	chr2	+	120000000	122500000	1.3679228620520754
FS198_nucl	hESC	chr2	+	200000000	202500000	1.2416530594011148
FS198_nucl	hESC	chr2	+	217500000	220000000	1.4650534794758905
FS198_nucl	hESC	chr2	+	230000000	232500000	1.288599524489292
FS198_nucl	hESC	chr2	+	232500000	235000000	1.2626980265096082
FS198_nucl	hESC	chr2	+	235000000	237500000	1.27241108825199
FS198_nucl	hESC	chr2	+	237500000	240000000	1.376017080170727
FS198_nucl	hESC	chr2	+	240000000	242193529	1.3173453101968595
FS198_nucl	hESC	chr2	-	7500000	10000000	1.2032335444091309
FS198_nucl	hESC	chr2	-	10000000	12500000	1.393217788263203
FS198_nucl	hESC	chr2	-	22500000	25000000	1.2178477170132902
FS198_nucl	hESC	chr2	-	25000000	27500000	1.555597483864973
FS198_nucl	hESC	chr2	-	42500000	45000000	1.2730568135178928
FS198_nucl	hESC	chr2	-	45000000	47500000	1.23246188961745
FS198_nucl	hESC	chr2	-	60000000	62500000	1.3087803465502827
FS198_nucl	hESC	chr2	-	70000000	72500000	1.2925423769901054
FS198_nucl	hESC	chr2	-	72500000	75000000	1.3233945191544418
FS198_nucl	hESC	chr2	-	120000000	122500000	1.2990375648141759
FS198_nucl	hESC	chr2	-	127500000	130000000	1.2129763261452369
FS198_nucl	hESC	chr2	-	200000000	202500000	1.2438284683095735
FS198_nucl	hESC	chr2	-	217500000	220000000	1.5182501538765674
FS198_nucl	hESC	chr2	-	230000000	232500000	1.3656132400109025
FS198_nucl	hESC	chr2	-	232500000	235000000	1.3980891791312557
FS198_nucl	hESC	chr2	-	235000000	237500000	1.3380086917586016
FS198_nucl	hESC	chr2	-	237500000	240000000	1.3428800826266547
FS198_nucl	hESC	chr2	-	240000000	242193529	1.302704975294758
FS198_nucl	hESC	chr20	+	0	2500000	1.2788864627469105
FS198_nucl	hESC	chr20	+	2500000	5000000	1.4359142942487457
FS198_nucl	hESC	chr20	+	17500000	20000000	1.225464623163811
FS198_nucl	hESC	chr20	+	30000000	32500000	1.3258329278350833
FS198_nucl	hESC	chr20	+	32500000	35000000	1.5605652532759753
FS198_nucl	hESC	chr20	+	35000000	37500000	1.7159742411540784
FS198_nucl	hESC	chr20	+	37500000	40000000	1.2303211540350028
FS198_nucl	hESC	chr20	+	42500000	45000000	1.2384153721536542
FS198_nucl	hESC	chr20	+	45000000	47500000	1.4440085123673971
FS198_nucl	hESC	chr20	+	47500000	50000000	1.4002997345266803
FS198_nucl	hESC	chr20	+	50000000	52500000	1.414869327140252
FS198_nucl	hESC	chr20	+	57500000	60000000	1.3387836768249302
FS198_nucl	hESC	chr20	+	60000000	62500000	1.338783676824929
FS198_nucl	hESC	chr20	+	62500000	64444167	1.5512194980681973
FS198_nucl	hESC	chr20	-	0	2500000	1.2974137678581585
FS198_nucl	hESC	chr20	-	2500000	5000000	1.4127033517354164
FS198_nucl	hESC	chr20	-	32500000	35000000	1.5848258290732933
FS198_nucl	hESC	chr20	-	35000000	37500000	1.7244723672908144
FS198_nucl	hESC	chr20	-	37500000	40000000	1.2616902348257688
FS198_nucl	hESC	chr20	-	42500000	45000000	1.2162239200572726
FS198_nucl	hESC	chr20	-	45000000	47500000	1.432188915207629
FS198_nucl	hESC	chr20	-	47500000	50000000	1.3461276765386903
FS198_nucl	hESC	chr20	-	50000000	52500000	1.4971407934483367
FS198_nucl	hESC	chr20	-	57500000	60000000	1.3591180521868318
FS198_nucl	hESC	chr20	-	60000000	62500000	1.3834750065270967
FS198_nucl	hESC	chr20	-	62500000	64444167	1.5831066379258518
FS198_nucl	hESC	chr21	+	40000000	42500000	1.2465095902723051
FS198_nucl	hESC	chr21	+	45000000	46709983	1.3820128372703357
FS198_nucl	hESC	chr21	-	7500000	10000000	1.3964653821752315
FS198_nucl	hESC	chr21	-	32500000	35000000	1.2535712500456802
FS198_nucl	hESC	chr21	-	35000000	37500000	1.2097287322332018
FS198_nucl	hESC	chr21	-	42500000	45000000	1.2535712500456788
FS198_nucl	hESC	chr21	-	45000000	46709983	1.362075914070316
FS198_nucl	hESC	chr22	+	20000000	22500000	1.2529849647672244
FS198_nucl	hESC	chr22	+	22500000	25000000	1.3436402076961216
FS198_nucl	hESC	chr22	+	25000000	27500000	1.3080256479740555
FS198_nucl	hESC	chr22	+	27500000	30000000	1.4780042284657329
FS198_nucl	hESC	chr22	+	30000000	32500000	1.422963545258904
FS198_nucl	hESC	chr22	+	32500000	35000000	1.201181968807858
FS198_nucl	hESC	chr22	+	35000000	37500000	1.643126278086217
FS198_nucl	hESC	chr22	+	37500000	40000000	1.79691642234059
FS198_nucl	hESC	chr22	+	40000000	42500000	1.6220813109777243
FS198_nucl	hESC	chr22	+	42500000	45000000	1.6317943727201052
FS198_nucl	hESC	chr22	+	45000000	47500000	1.4666723230996213
FS198_nucl	hESC	chr22	+	47500000	50000000	1.3679228620520743
FS198_nucl	hESC	chr22	+	50000000	50818468	1.428069428514379
FS198_nucl	hESC	chr22	-	22500000	25000000	1.3120279404623176
FS198_nucl	hESC	chr22	-	25000000	27500000	1.4500506817238237
FS198_nucl	hESC	chr22	-	27500000	30000000	1.464664854327982
FS198_nucl	hESC	chr22	-	30000000	32500000	1.6140541742816112
FS198_nucl	hESC	chr22	-	35000000	37500000	1.5231215447446202
FS198_nucl	hESC	chr22	-	37500000	40000000	1.679006052522319
FS198_nucl	hESC	chr22	-	40000000	42500000	1.6302921438417886
FS198_nucl	hESC	chr22	-	42500000	45000000	1.6108065803695761
FS198_nucl	hESC	chr22	-	45000000	47500000	1.604311392545505
FS198_nucl	hESC	chr22	-	47500000	50000000	1.4597934634599292
FS198_nucl	hESC	chr22	-	50000000	50818468	1.6880666690338328
FS198_nucl	hESC	chr3	+	7500000	10000000	1.2092761869265085
FS198_nucl	hESC	chr3	+	10000000	12500000	1.2626980265096082
FS198_nucl	hESC	chr3	+	12500000	15000000	1.3436402076961211
FS198_nucl	hESC	chr3	+	42500000	45000000	1.231939997658733
FS198_nucl	hESC	chr3	+	45000000	47500000	1.3743982365469958
FS198_nucl	hESC	chr3	+	47500000	50000000	1.7823468297270177
FS198_nucl	hESC	chr3	+	50000000	52500000	1.4893361338318425
FS198_nucl	hESC	chr3	+	52500000	55000000	1.330689458706279
FS198_nucl	hESC	chr3	+	122500000	125000000	1.249747277519766
FS198_nucl	hESC	chr3	+	125000000	127500000	1.218989248668891
FS198_nucl	hESC	chr3	+	127500000	130000000	1.5200941626827187
FS198_nucl	hESC	chr3	+	182500000	185000000	1.348496738567311
FS198_nucl	hESC	chr3	+	185000000	187500000	1.322595240587628
FS198_nucl	hESC	chr3	+	195000000	197500000	1.393824360031759
FS198_nucl	hESC	chr3	-	10000000	12500000	1.234085686573467
FS198_nucl	hESC	chr3	-	12500000	15000000	1.4078319608673637
FS198_nucl	hESC	chr3	-	42500000	45000000	1.2470760622216093
FS198_nucl	hESC	chr3	-	45000000	47500000	1.3883463973951504
FS198_nucl	hESC	chr3	-	47500000	50000000	1.7455817277190444
FS198_nucl	hESC	chr3	-	50000000	52500000	1.5637164686450622
FS198_nucl	hESC	chr3	-	52500000	55000000	1.2860471891660343
FS198_nucl	hESC	chr3	-	57500000	60000000	1.258442640913732
FS198_nucl	hESC	chr3	-	122500000	125000000	1.2146001231012549
FS198_nucl	hESC	chr3	-	125000000	127500000	1.2681854226498397
FS198_nucl	hESC	chr3	-	127500000	130000000	1.4256937273835582
FS198_nucl	hESC	chr3	-	182500000	185000000	1.3688608339229373
FS198_nucl	hESC	chr3	-	185000000	187500000	1.2909185800340877
FS198_nucl	hESC	chr3	-	195000000	197500000	1.2844233922100163
FS198_nucl	hESC	chr4	+	0	2500000	1.5379014425437512
FS198_nucl	hESC	chr4	+	2500000	5000000	1.3209763969638968
FS198_nucl	hESC	chr4	+	5000000	7500000	1.4035374217741408
FS198_nucl	hESC	chr4	+	37500000	40000000	1.2287023104112715
FS198_nucl	hESC	chr4	+	182500000	185000000	1.2108950305502397
FS198_nucl	hESC	chr4	-	0	2500000	1.5718354534251506
FS198_nucl	hESC	chr4	-	2500000	5000000	1.3818512095710784
FS198_nucl	hESC	chr4	-	5000000	7500000	1.414327148691434
FS198_nucl	hESC	chr4	-	25000000	27500000	1.2405808743975384
FS198_nucl	hESC	chr4	-	37500000	40000000	1.21784771701329
FS198_nucl	hESC	chr4	-	40000000	42500000	1.260066437869751
FS198_nucl	hESC	chr5	+	0	2500000	1.3015502734791338
FS198_nucl	hESC	chr5	+	132500000	135000000	1.4245823888826334
FS198_nucl	hESC	chr5	+	137500000	140000000	1.4601969486047
FS198_nucl	hESC	chr5	+	140000000	142500000	1.2999314298554034
FS198_nucl	hESC	chr5	+	150000000	152500000	1.3274517714588177
FS198_nucl	hESC	chr5	+	170000000	172500000	1.3258329278350878
FS198_nucl	hESC	chr5	+	172500000	175000000	1.351734425814772
FS198_nucl	hESC	chr5	+	175000000	177500000	1.361447487557153
FS198_nucl	hESC	chr5	+	177500000	180000000	1.3339271459537392
FS198_nucl	hESC	chr5	-	0	2500000	1.3168993313303707
FS198_nucl	hESC	chr5	-	132500000	135000000	1.419198539559487
FS198_nucl	hESC	chr5	-	137500000	140000000	1.417574742603469
FS198_nucl	hESC	chr5	-	140000000	142500000	1.3266421130664774
FS198_nucl	hESC	chr5	-	150000000	152500000	1.2551950470016977
FS198_nucl	hESC	chr5	-	170000000	172500000	1.2811757982979812
FS198_nucl	hESC	chr5	-	172500000	175000000	1.3997129760872746
FS198_nucl	hESC	chr5	-	175000000	177500000	1.4208223365155026
FS198_nucl	hESC	chr5	-	177500000	180000000	1.2941661739461228
FS198_nucl	hESC	chr6	+	2500000	5000000	1.278886462746911
FS198_nucl	hESC	chr6	+	10000000	12500000	1.2173704050451608
FS198_nucl	hESC	chr6	+	12500000	15000000	1.2141327177977002
FS198_nucl	hESC	chr6	+	30000000	32500000	1.3986808909029491
FS198_nucl	hESC	chr6	+	32500000	35000000	1.4504838868623176
FS198_nucl	hESC	chr6	+	35000000	37500000	1.4941926647030346
FS198_nucl	hESC	chr6	+	37500000	40000000	1.2400342157773845
FS198_nucl	hESC	chr6	+	40000000	42500000	1.4116316398927915
FS198_nucl	hESC	chr6	+	42500000	45000000	1.4715288539708105
FS198_nucl	hESC	chr6	+	87500000	90000000	1.2351776849061937
FS198_nucl	hESC	chr6	+	157500000	160000000	1.218989248668891
FS198_nucl	hESC	chr6	+	167500000	170000000	1.2465095902723053
FS198_nucl	hESC	chr6	-	2500000	5000000	1.225966701793379
FS198_nucl	hESC	chr6	-	5000000	7500000	1.2470760622216095
FS198_nucl	hESC	chr6	-	12500000	15000000	1.2275904987493966
FS198_nucl	hESC	chr6	-	15000000	17500000	1.224342904837361
FS198_nucl	hESC	chr6	-	20000000	22500000	1.219471513969308
FS198_nucl	hESC	chr6	-	30000000	32500000	1.5068835751844418
FS198_nucl	hESC	chr6	-	32500000	35000000	1.4208223365155042
FS198_nucl	hESC	chr6	-	35000000	37500000	1.5507260929969207
FS198_nucl	hESC	chr6	-	37500000	40000000	1.2324618896174497
FS198_nucl	hESC	chr6	-	40000000	42500000	1.321770722198424
FS198_nucl	hESC	chr6	-	42500000	45000000	1.6108065803695744
FS198_nucl	hESC	chr6	-	107500000	110000000	1.25357125004568
FS198_nucl	hESC	chr6	-	150000000	152500000	1.2113525291892193
FS198_nucl	hESC	chr6	-	157500000	160000000	1.3396324887146192
FS198_nucl	hESC	chr6	-	160000000	162500000	1.3915939913071809
FS198_nucl	hESC	chr7	+	0	2500000	1.769396080737176
FS198_nucl	hESC	chr7	+	2500000	5000000	1.4521027304860465
FS198_nucl	hESC	chr7	+	5000000	7500000	1.3452590513198504
FS198_nucl	hESC	chr7	+	42500000	45000000	1.2367965285299236
FS198_nucl	hESC	chr7	+	67500000	70000000	1.2465095902723056
FS198_nucl	hESC	chr7	+	70000000	72500000	1.376017080170726
FS198_nucl	hESC	chr7	+	72500000	75000000	1.2756487754994468
FS198_nucl	hESC	chr7	+	97500000	100000000	1.418107014387712
FS198_nucl	hESC	chr7	+	100000000	102500000	1.7402568955100317
FS198_nucl	hESC	chr7	+	105000000	107500000	1.249747277519766
FS198_nucl	hESC	chr7	+	127500000	130000000	1.2869806808655622
FS198_nucl	hESC	chr7	+	130000000	132500000	1.380873611041917
FS198_nucl	hESC	chr7	+	137500000	140000000	1.267554557380799
FS198_nucl	hESC	chr7	+	147500000	150000000	1.2351776849061937
FS198_nucl	hESC	chr7	+	150000000	152500000	1.2966937426079432
FS198_nucl	hESC	chr7	+	155000000	157500000	1.267554557380799
FS198_nucl	hESC	chr7	+	157500000	159345973	1.3438189670128606
FS198_nucl	hESC	chr7	-	0	2500000	1.7228485703347964
FS198_nucl	hESC	chr7	-	2500000	5000000	1.3964653821752384
FS198_nucl	hESC	chr7	-	5000000	7500000	1.414327148691433
FS198_nucl	hESC	chr7	-	25000000	27500000	1.2064811383211655
FS198_nucl	hESC	chr7	-	42500000	45000000	1.2340856865734668
FS198_nucl	hESC	chr7	-	70000000	72500000	1.3964653821752389
FS198_nucl	hESC	chr7	-	72500000	75000000	1.27955200134196
FS198_nucl	hESC	chr7	-	97500000	100000000	1.310404143506299
FS198_nucl	hESC	chr7	-	100000000	102500000	1.8413857481240883
FS198_nucl	hESC	chr7	-	127500000	130000000	1.4062081639113457
FS198_nucl	hESC	chr7	-	130000000	132500000	1.2730568135178923
FS198_nucl	hESC	chr7	-	137500000	140000000	1.2535712500456802
FS198_nucl	hESC	chr7	-	147500000	150000000	1.2113525291892189
FS198_nucl	hESC	chr7	-	150000000	152500000	1.2113525291892187
FS198_nucl	hESC	chr7	-	155000000	157500000	1.3493752704507245
FS198_nucl	hESC	chr8	+	20000000	22500000	1.301550273479134
FS198_nucl	hESC	chr8	+	27500000	30000000	1.3209763969638977
FS198_nucl	hESC	chr8	+	37500000	40000000	1.265935713757068
FS198_nucl	hESC	chr8	+	40000000	42500000	1.3630663311808835
FS198_nucl	hESC	chr8	+	100000000	102500000	1.231939997658733
FS198_nucl	hESC	chr8	+	140000000	142500000	1.6253189982251843
FS198_nucl	hESC	chr8	+	142500000	145000000	1.6253189982251843
FS198_nucl	hESC	chr8	-	20000000	22500000	1.3445038795826716
FS198_nucl	hESC	chr8	-	27500000	30000000	1.2535712500456802
FS198_nucl	hESC	chr8	-	37500000	40000000	1.2909185800340868
FS198_nucl	hESC	chr8	-	40000000	42500000	1.255195047001698
FS198_nucl	hESC	chr8	-	140000000	142500000	1.4451792908557697
FS198_nucl	hESC	chr8	-	142500000	145000000	1.7179771794667436
FS198_nucl	hESC	chr9	+	32500000	35000000	1.3614474875571538
FS198_nucl	hESC	chr9	+	35000000	37500000	1.372779392923266
FS198_nucl	hESC	chr9	+	87500000	90000000	1.2206080922926212
FS198_nucl	hESC	chr9	+	95000000	97500000	1.2108950305502397
FS198_nucl	hESC	chr9	+	112500000	115000000	1.2659357137570684
FS198_nucl	hESC	chr9	+	120000000	122500000	1.3306894587062785
FS198_nucl	hESC	chr9	+	122500000	125000000	1.2950748989842134
FS198_nucl	hESC	chr9	+	125000000	127500000	1.366304018428345
FS198_nucl	hESC	chr9	+	127500000	130000000	1.7952975787168597
FS198_nucl	hESC	chr9	+	130000000	132500000	1.6512204962048689
FS198_nucl	hESC	chr9	+	132500000	135000000	1.6690277760659016
FS198_nucl	hESC	chr9	+	135000000	137500000	1.7726337679846367
FS198_nucl	hESC	chr9	-	32500000	35000000	1.2405808743975384
FS198_nucl	hESC	chr9	-	35000000	37500000	1.3721084278349738
FS198_nucl	hESC	chr9	-	87500000	90000000	1.2308380926614322
FS198_nucl	hESC	chr9	-	92500000	95000000	1.2227191078813433
FS198_nucl	hESC	chr9	-	112500000	115000000	1.2779282043859461
FS198_nucl	hESC	chr9	-	120000000	122500000	1.2357094835294853
FS198_nucl	hESC	chr9	-	122500000	125000000	1.3396324887146185
FS198_nucl	hESC	chr9	-	125000000	127500000	1.4581696665039119
FS198_nucl	hESC	chr9	-	127500000	130000000	1.831642966387982
FS198_nucl	hESC	chr9	-	130000000	132500000	1.7878004485755041
FS198_nucl	hESC	chr9	-	132500000	135000000	1.515002559964532
FS198_nucl	hESC	chr9	-	135000000	137500000	1.7942956363995752
FS198_nucl	hESC	chr9	-	137500000	138394717	1.4064976661703907
FS199_nucl	hESC	chr1	+	5000000	7500000	1.31019780481721
FS199_nucl	hESC	chr1	+	7500000	10000000	1.3901888286902606
FS199_nucl	hESC	chr1	+	10000000	12500000	1.417771940370623
FS199_nucl	hESC	chr1	+	15000000	17500000	1.241240025616304
FS199_nucl	hESC	chr1	+	17500000	20000000	1.3019228713131012
FS199_nucl	hESC	chr1	+	20000000	22500000	1.2136569139359417
FS199_nucl	hESC	chr1	+	22500000	25000000	1.227448469776123
FS199_nucl	hESC	chr1	+	25000000	27500000	1.2743397596327388
FS199_nucl	hESC	chr1	+	27500000	30000000	1.4288051850427679
FS199_nucl	hESC	chr1	+	30000000	32500000	1.5667207434445796
FS199_nucl	hESC	chr1	+	32500000	35000000	1.3101978048172098
FS199_nucl	hESC	chr1	+	35000000	37500000	1.3515724723377534
FS199_nucl	hESC	chr1	+	37500000	40000000	1.2936479378089925
FS199_nucl	hESC	chr1	+	42500000	45000000	1.4674215413952751
FS199_nucl	hESC	chr1	+	50000000	52500000	1.2026236692637968
FS199_nucl	hESC	chr1	+	52500000	55000000	1.4288051850427679
FS199_nucl	hESC	chr1	+	60000000	62500000	1.2439983367843404
FS199_nucl	hESC	chr1	+	110000000	112500000	1.241240025616304
FS199_nucl	hESC	chr1	+	112500000	115000000	1.2108986027679056
FS199_nucl	hESC	chr1	+	150000000	152500000	1.3653640281779347
FS199_nucl	hESC	chr1	+	152500000	155000000	1.2026236692637968
FS199_nucl	hESC	chr1	+	155000000	157500000	1.2108986027679056
FS199_nucl	hESC	chr1	+	177500000	180000000	1.252273270288449
FS199_nucl	hESC	chr1	+	182500000	185000000	1.2467566479523764
FS199_nucl	hESC	chr1	+	200000000	202500000	1.2605482037925577
FS199_nucl	hESC	chr1	+	202500000	205000000	1.2633065149605938
FS199_nucl	hESC	chr1	+	225000000	227500000	1.3157144271532824
FS199_nucl	hESC	chr1	+	232500000	235000000	1.2495149591204127
FS199_nucl	hESC	chr1	+	235000000	237500000	1.2605482037925577
FS199_nucl	hESC	chr1	-	2500000	5000000	1.204336293856464
FS199_nucl	hESC	chr1	-	5000000	7500000	1.2622105780005959
FS199_nucl	hESC	chr1	-	7500000	10000000	1.2870138426337956
FS199_nucl	hESC	chr1	-	10000000	12500000	1.3173289438521505
FS199_nucl	hESC	chr1	-	15000000	17500000	1.2980375158041064
FS199_nucl	hESC	chr1	-	17500000	20000000	1.40276241092206
FS199_nucl	hESC	chr1	-	20000000	22500000	1.2649664962931737
FS199_nucl	hESC	chr1	-	25000000	27500000	1.3862269011665938
FS199_nucl	hESC	chr1	-	27500000	30000000	1.4744162865290806
FS199_nucl	hESC	chr1	-	30000000	32500000	1.3917387377517492
FS199_nucl	hESC	chr1	-	32500000	35000000	1.3476440450705056
FS199_nucl	hESC	chr1	-	35000000	37500000	1.3503999633630832
FS199_nucl	hESC	chr1	-	37500000	40000000	1.3669354731185497
FS199_nucl	hESC	chr1	-	40000000	42500000	1.2456750682451296
FS199_nucl	hESC	chr1	-	42500000	45000000	1.322840780437306
FS199_nucl	hESC	chr1	-	45000000	47500000	1.3862269011665938
FS199_nucl	hESC	chr1	-	47500000	50000000	1.2677224145857515
FS199_nucl	hESC	chr1	-	50000000	52500000	1.204336293856464
FS199_nucl	hESC	chr1	-	52500000	55000000	1.3944946560443268
FS199_nucl	hESC	chr1	-	55000000	57500000	1.215359967026775
FS199_nucl	hESC	chr1	-	62500000	65000000	1.314573025559573
FS199_nucl	hESC	chr1	-	107500000	110000000	1.3531558816556608
FS199_nucl	hESC	chr1	-	150000000	152500000	1.3752032279962827
FS199_nucl	hESC	chr1	-	152500000	155000000	1.2401632316599742
FS199_nucl	hESC	chr1	-	155000000	157500000	1.372447309703705
FS199_nucl	hESC	chr1	-	200000000	202500000	1.2870138426337956
FS199_nucl	hESC	chr1	-	202500000	205000000	1.353155881655661
FS199_nucl	hESC	chr1	-	212500000	215000000	1.2291395584896634
FS199_nucl	hESC	chr1	-	225000000	227500000	1.2126040487341971
FS199_nucl	hESC	chr1	-	230000000	232500000	1.452368940188459
FS199_nucl	hESC	chr1	-	245000000	247500000	1.2484309865377075
FS199_nucl	hESC	chr10	+	10000000	12500000	1.2219318474400505
FS199_nucl	hESC	chr10	+	12500000	15000000	1.2081402915998694
FS199_nucl	hESC	chr10	+	30000000	32500000	1.2688231372966663
