Sample	Celltype	Chromosome	Strand	Start	End	EF
FS198_nucl	hESC	chr10	-	0	5000000	1.0635870061916068
FS198_nucl	hESC	chr10	-	5000000	10000000	1.1114890163941293
FS198_nucl	hESC	chr10	-	10000000	15000000	1.2332737880954583
FS198_nucl	hESC	chr10	-	15000000	20000000	1.1131128133501473
FS198_nucl	hESC	chr10	-	20000000	25000000	1.1058057270480677
FS198_nucl	hESC	chr10	-	25000000	30000000	1.0278634731592171
FS198_nucl	hESC	chr10	-	30000000	35000000	1.0611513107575803
FS198_nucl	hESC	chr10	-	65000000	70000000	1.0221801838131548
FS198_nucl	hESC	chr10	-	70000000	75000000	1.3461276765386898
FS198_nucl	hESC	chr10	-	75000000	80000000	1.21054063071121
FS198_nucl	hESC	chr10	-	80000000	85000000	1.0132493005550576
FS198_nucl	hESC	chr10	-	90000000	95000000	1.056279919889527
FS198_nucl	hESC	chr10	-	95000000	100000000	1.2600664378697504
FS198_nucl	hESC	chr10	-	100000000	105000000	1.5028240827943988
FS198_nucl	hESC	chr10	-	110000000	115000000	1.0911915544439081
FS198_nucl	hESC	chr10	-	115000000	120000000	1.096062945311961
FS198_nucl	hESC	chr10	-	120000000	125000000	1.2243429048373609
FS198_nucl	hESC	chr10	-	125000000	130000000	1.1813122855028915
FS198_nucl	hESC	chr10	-	130000000	133797422	1.2934761303953206
FS198_nucl	hESC	chr11	+	0	5000000	1.3468778949435798
FS198_nucl	hESC	chr11	+	5000000	10000000	1.2011819688078575
FS198_nucl	hESC	chr11	+	10000000	15000000	1.2036102342434534
FS198_nucl	hESC	chr11	+	15000000	20000000	1.1550449255315454
FS198_nucl	hESC	chr11	+	30000000	35000000	1.0214903265737985
FS198_nucl	hESC	chr11	+	45000000	50000000	1.1056701950077712
FS198_nucl	hESC	chr11	+	60000000	65000000	1.5014774610098185
FS198_nucl	hESC	chr11	+	65000000	70000000	1.6552676052641935
FS198_nucl	hESC	chr11	+	70000000	75000000	1.329880036894413
FS198_nucl	hESC	chr11	+	75000000	80000000	1.2813147281825061
FS198_nucl	hESC	chr11	+	110000000	115000000	1.1064796168196374
FS198_nucl	hESC	chr11	+	115000000	120000000	1.4051562653978706
FS198_nucl	hESC	chr11	+	120000000	125000000	1.1979442815603973
FS198_nucl	hESC	chr11	+	125000000	130000000	1.2343682630943282
FS198_nucl	hESC	chr11	+	130000000	135000000	1.227083466787542
FS198_nucl	hESC	chr11	-	0	5000000	1.4086438593453694
FS198_nucl	hESC	chr11	-	5000000	10000000	1.1049938285700587
FS198_nucl	hESC	chr11	-	10000000	15000000	1.1504601433385548
FS198_nucl	hESC	chr11	-	15000000	20000000	1.1123009148721383
FS198_nucl	hESC	chr11	-	30000000	35000000	1.0254277777251903
FS198_nucl	hESC	chr11	-	45000000	50000000	1.128538884432315
FS198_nucl	hESC	chr11	-	60000000	65000000	1.4671005497620075
FS198_nucl	hESC	chr11	-	65000000	70000000	1.584013930595283
FS198_nucl	hESC	chr11	-	70000000	75000000	1.2998494632921849
FS198_nucl	hESC	chr11	-	75000000	80000000	1.321770722198424
FS198_nucl	hESC	chr11	-	110000000	115000000	1.1301626813883332
FS198_nucl	hESC	chr11	-	115000000	120000000	1.3339491993685564
FS198_nucl	hESC	chr11	-	120000000	125000000	1.194302661151033
FS198_nucl	hESC	chr11	-	125000000	130000000	1.1317864783443512
FS198_nucl	hESC	chr11	-	130000000	135000000	1.2040454428871397
FS198_nucl	hESC	chr12	+	0	5000000	1.3412119422605255
FS198_nucl	hESC	chr12	+	5000000	10000000	1.2716016664401228
FS198_nucl	hESC	chr12	+	10000000	15000000	1.1898500634417462
FS198_nucl	hESC	chr12	+	45000000	50000000	1.3104539134096498
FS198_nucl	hESC	chr12	+	50000000	55000000	1.4472461996148565
FS198_nucl	hESC	chr12	+	55000000	60000000	1.2270834667875405
FS198_nucl	hESC	chr12	+	90000000	95000000	1.0247280138212589
FS198_nucl	hESC	chr12	+	95000000	100000000	1.0651991044145155
FS198_nucl	hESC	chr12	+	100000000	105000000	1.073293322533167
FS198_nucl	hESC	chr12	+	105000000	110000000	1.1688050963332526
FS198_nucl	hESC	chr12	+	110000000	115000000	1.4342954506250147
FS198_nucl	hESC	chr12	+	115000000	120000000	1.334736567765605
FS198_nucl	hESC	chr12	+	120000000	125000000	1.632603794531971
FS198_nucl	hESC	chr12	+	125000000	130000000	1.056295464483999
FS198_nucl	hESC	chr12	+	130000000	133275309	1.4170375944270321
FS198_nucl	hESC	chr12	-	0	5000000	1.3250183161104598
FS198_nucl	hESC	chr12	-	5000000	10000000	1.2129763261452362
FS198_nucl	hESC	chr12	-	10000000	15000000	1.1025581331360321
FS198_nucl	hESC	chr12	-	30000000	35000000	1.0108136051210308
FS198_nucl	hESC	chr12	-	45000000	50000000	1.2462641637435992
FS198_nucl	hESC	chr12	-	50000000	55000000	1.4841504178001952
FS198_nucl	hESC	chr12	-	55000000	60000000	1.1983621535410762
FS198_nucl	hESC	chr12	-	65000000	70000000	1.1520839402945713
FS198_nucl	hESC	chr12	-	95000000	100000000	1.0238039807691728
FS198_nucl	hESC	chr12	-	100000000	105000000	1.0546561229335094
FS198_nucl	hESC	chr12	-	105000000	110000000	1.2706211180838658
FS198_nucl	hESC	chr12	-	110000000	115000000	1.4671005497620098
FS198_nucl	hESC	chr12	-	115000000	120000000	1.2324618896174497
FS198_nucl	hESC	chr12	-	120000000	125000000	1.5905091184193547
FS198_nucl	hESC	chr12	-	125000000	130000000	1.071705990971695
FS198_nucl	hESC	chr12	-	130000000	133275309	1.3774185952303064
FS198_nucl	hESC	chr13	+	20000000	25000000	1.080578118839953
FS198_nucl	hESC	chr13	+	25000000	30000000	1.153426081907815
FS198_nucl	hESC	chr13	+	30000000	35000000	1.043344715494157
FS198_nucl	hESC	chr13	+	40000000	45000000	1.074912166156897
FS198_nucl	hESC	chr13	+	45000000	50000000	1.0360599191873707
FS198_nucl	hESC	chr13	+	95000000	100000000	1.1679956745213875
FS198_nucl	hESC	chr13	+	110000000	114364328	1.2445533231556571
FS198_nucl	hESC	chr13	-	20000000	25000000	1.0993105392239966
FS198_nucl	hESC	chr13	-	25000000	30000000	1.1455887524705017
FS198_nucl	hESC	chr13	-	30000000	35000000	1.0717059909716955
FS198_nucl	hESC	chr13	-	40000000	45000000	1.0327348640272702
FS198_nucl	hESC	chr13	-	45000000	50000000	1.0522204274994826
FS198_nucl	hESC	chr13	-	95000000	100000000	1.1593910265966525
FS198_nucl	hESC	chr13	-	110000000	114364328	1.1724973506710272
FS198_nucl	hESC	chr14	+	20000000	25000000	1.2699828228163939
FS198_nucl	hESC	chr14	+	30000000	35000000	1.0336316537517753
FS198_nucl	hESC	chr14	+	35000000	40000000	1.0231091701975286
FS198_nucl	hESC	chr14	+	50000000	55000000	1.1566637691552757
FS198_nucl	hESC	chr14	+	55000000	60000000	1.0295845446924496
FS198_nucl	hESC	chr14	+	60000000	65000000	1.1898500634417455
FS198_nucl	hESC	chr14	+	65000000	70000000	1.1477601292247592
FS198_nucl	hESC	chr14	+	70000000	75000000	1.2764581973113152
FS198_nucl	hESC	chr14	+	75000000	80000000	1.218179826857025
FS198_nucl	hESC	chr14	+	90000000	95000000	1.312072757033381
FS198_nucl	hESC	chr14	+	95000000	100000000	1.1914689070654763
FS198_nucl	hESC	chr14	+	100000000	105000000	1.495811508326765
FS198_nucl	hESC	chr14	-	20000000	25000000	1.2592545393917418
FS198_nucl	hESC	chr14	-	30000000	35000000	1.022180183813155
FS198_nucl	hESC	chr14	-	35000000	40000000	1.0319229655492612
FS198_nucl	hESC	chr14	-	50000000	55000000	1.0798249757517842
FS198_nucl	hESC	chr14	-	55000000	60000000	1.0554680214115182
FS198_nucl	hESC	chr14	-	60000000	65000000	1.1342221737783775
FS198_nucl	hESC	chr14	-	65000000	70000000	1.2259667017933789
FS198_nucl	hESC	chr14	-	70000000	75000000	1.3250183161104592
FS198_nucl	hESC	chr14	-	75000000	80000000	1.2795520013419632
FS198_nucl	hESC	chr14	-	90000000	95000000	1.2608783363477598
FS198_nucl	hESC	chr14	-	95000000	100000000	1.2413927728755467
FS198_nucl	hESC	chr14	-	100000000	105000000	1.5312405295247085
FS198_nucl	hESC	chr15	+	25000000	30000000	1.0838158060874137
FS198_nucl	hESC	chr15	+	40000000	45000000	1.348496738567311
FS198_nucl	hESC	chr15	+	50000000	55000000	1.073293322533167
FS198_nucl	hESC	chr15	+	55000000	60000000	1.1866123761942855
FS198_nucl	hESC	chr15	+	60000000	65000000	1.1801370016993646
FS198_nucl	hESC	chr15	+	65000000	70000000	1.3865395637249733
FS198_nucl	hESC	chr15	+	70000000	75000000	1.323404662399492
FS198_nucl	hESC	chr15	+	75000000	80000000	1.2028008124315883
FS198_nucl	hESC	chr15	+	80000000	85000000	1.0911006023941998
FS198_nucl	hESC	chr15	+	85000000	90000000	1.1275245839281307
FS198_nucl	hESC	chr15	+	90000000	95000000	1.1752804708281732
FS198_nucl	hESC	chr15	+	100000000	101991189	1.1381905873465674
FS198_nucl	hESC	chr15	-	25000000	30000000	1.0530323259774916
FS198_nucl	hESC	chr15	-	40000000	45000000	1.389970194351168
FS198_nucl	hESC	chr15	-	50000000	55000000	1.0765773818397486
FS198_nucl	hESC	chr15	-	55000000	60000000	1.1171723057401917
FS198_nucl	hESC	chr15	-	60000000	65000000	1.277928204385945
FS198_nucl	hESC	chr15	-	65000000	70000000	1.3656132400109027
FS198_nucl	hESC	chr15	-	70000000	75000000	1.3761679202250177
FS198_nucl	hESC	chr15	-	75000000	80000000	1.4784671284541298
FS198_nucl	hESC	chr15	-	80000000	85000000	1.1236674935642625
FS198_nucl	hESC	chr15	-	85000000	90000000	1.1277269859543066
FS198_nucl	hESC	chr15	-	90000000	95000000	1.2681854226498386
FS198_nucl	hESC	chr15	-	95000000	100000000	1.0197444883791282
FS198_nucl	hESC	chr15	-	100000000	101991189	1.1059388031969943
FS198_nucl	hESC	chr16	+	0	5000000	1.7920598914693993
FS198_nucl	hESC	chr16	+	5000000	10000000	1.0919100242060649
FS198_nucl	hESC	chr16	+	10000000	15000000	1.300740851667268
FS198_nucl	hESC	chr16	+	20000000	25000000	1.2319399976587326
FS198_nucl	hESC	chr16	+	25000000	30000000	1.256222652014687
FS198_nucl	hESC	chr16	+	50000000	55000000	1.0886723369586044
FS198_nucl	hESC	chr16	+	55000000	60000000	1.273220510063854
FS198_nucl	hESC	chr16	+	65000000	70000000	1.4383425596843398
FS198_nucl	hESC	chr16	+	70000000	75000000	1.2562226520146866
FS198_nucl	hESC	chr16	+	75000000	80000000	1.0886723369586042
FS198_nucl	hESC	chr16	+	80000000	85000000	1.24731901208417
FS198_nucl	hESC	chr16	+	85000000	90000000	1.5532804569691883
FS198_nucl	hESC	chr16	-	0	5000000	1.772374377493336
FS198_nucl	hESC	chr16	-	5000000	10000000	1.1528958387725816
FS198_nucl	hESC	chr16	-	10000000	15000000	1.332325402412539
FS198_nucl	hESC	chr16	-	20000000	25000000	1.2056692398431574
FS198_nucl	hESC	chr16	-	25000000	30000000	1.2803638998199722
FS198_nucl	hESC	chr16	-	50000000	55000000	1.1171723057401917
FS198_nucl	hESC	chr16	-	55000000	60000000	1.2738687119959007
FS198_nucl	hESC	chr16	-	65000000	70000000	1.4719719406300609
FS198_nucl	hESC	chr16	-	70000000	75000000	1.1464006509485105
FS198_nucl	hESC	chr16	-	75000000	80000000	1.1098652194381118
FS198_nucl	hESC	chr16	-	80000000	85000000	1.317711229808379
FS198_nucl	hESC	chr16	-	85000000	90000000	1.5620926716890438
FS198_nucl	hESC	chr17	+	0	5000000	1.6139870928590718
FS198_nucl	hESC	chr17	+	5000000	10000000	1.5565181442166487
FS198_nucl	hESC	chr17	+	10000000	15000000	1.1858029543824204
FS198_nucl	hESC	chr17	+	15000000	20000000	1.2416530594011135
FS198_nucl	hESC	chr17	+	25000000	30000000	1.017443217514471
FS198_nucl	hESC	chr17	+	30000000	35000000	1.1801370016993644
FS198_nucl	hESC	chr17	+	35000000	40000000	1.3209763969638963
FS198_nucl	hESC	chr17	+	40000000	45000000	1.6002269220573653
FS198_nucl	hESC	chr17	+	45000000	50000000	1.3371648332011996
FS198_nucl	hESC	chr17	+	50000000	55000000	1.0214903265737985
FS198_nucl	hESC	chr17	+	55000000	60000000	1.269982822816394
FS198_nucl	hESC	chr17	+	60000000	65000000	1.2610791828858772
FS198_nucl	hESC	chr17	+	65000000	70000000	1.2699828228163936
FS198_nucl	hESC	chr17	+	70000000	75000000	1.3080256479740535
FS198_nucl	hESC	chr17	+	75000000	80000000	1.7726337679846362
FS198_nucl	hESC	chr17	+	80000000	83257441	1.6197456183555885
FS198_nucl	hESC	chr17	-	0	5000000	1.6173017681936446
FS198_nucl	hESC	chr17	-	5000000	10000000	1.5239334432226284
FS198_nucl	hESC	chr17	-	10000000	15000000	1.1455887524705017
FS198_nucl	hESC	chr17	-	15000000	20000000	1.2007978489751037
FS198_nucl	hESC	chr17	-	30000000	35000000	1.282799595253999
FS198_nucl	hESC	chr17	-	35000000	40000000	1.3209588237204142
FS198_nucl	hESC	chr17	-	40000000	45000000	1.6067470879795305
FS198_nucl	hESC	chr17	-	45000000	50000000	1.3712965293569632
FS198_nucl	hESC	chr17	-	50000000	55000000	1.0814487727078006
FS198_nucl	hESC	chr17	-	55000000	60000000	1.3307016054565213
FS198_nucl	hESC	chr17	-	60000000	65000000	1.268997321127848
FS198_nucl	hESC	chr17	-	65000000	70000000	1.2852352906880253
FS198_nucl	hESC	chr17	-	70000000	75000000	1.1999859504970947
FS198_nucl	hESC	chr17	-	75000000	80000000	1.647342011879974
FS198_nucl	hESC	chr17	-	80000000	83257441	1.661481828441595
FS198_nucl	hESC	chr18	+	0	5000000	1.0368693409992358
FS198_nucl	hESC	chr18	+	5000000	10000000	1.073293322533167
FS198_nucl	hESC	chr18	+	10000000	15000000	1.0417258718704265
FS198_nucl	hESC	chr18	+	35000000	40000000	1.0222997483856635
FS198_nucl	hESC	chr18	+	45000000	50000000	1.2408436375892495
FS198_nucl	hESC	chr18	+	55000000	60000000	1.1712333617688482
FS198_nucl	hESC	chr18	+	75000000	80000000	1.1501883946603546
FS198_nucl	hESC	chr18	-	0	5000000	1.020556386857137
FS198_nucl	hESC	chr18	-	5000000	10000000	1.080636874229793
FS198_nucl	hESC	chr18	-	10000000	15000000	1.0189325899011195
FS198_nucl	hESC	chr18	-	20000000	25000000	1.0132493005550576
FS198_nucl	hESC	chr18	-	35000000	40000000	1.022180183813155
FS198_nucl	hESC	chr18	-	45000000	50000000	1.2129763261452369
FS198_nucl	hESC	chr18	-	55000000	60000000	1.1455887524705017
FS198_nucl	hESC	chr18	-	75000000	80000000	1.1041819300920497
FS198_nucl	hESC	chr18	-	80000000	80373285	1.2180054052130682
FS198_nucl	hESC	chr19	+	0	5000000	1.9879399699407565
FS198_nucl	hESC	chr19	+	5000000	10000000	1.729734411955785
FS198_nucl	hESC	chr19	+	10000000	15000000	1.7653489716778499
FS198_nucl	hESC	chr19	+	15000000	20000000	1.7896316260338037
FS198_nucl	hESC	chr19	+	30000000	35000000	1.3695417056758048
FS198_nucl	hESC	chr19	+	35000000	40000000	1.6034646093048246
FS198_nucl	hESC	chr19	+	40000000	45000000	1.5047151482572798
FS198_nucl	hESC	chr19	+	45000000	50000000	1.8762397599033716
FS198_nucl	hESC	chr19	+	50000000	55000000	1.452912152297913
FS198_nucl	hESC	chr19	+	55000000	58617616	1.5060917764503696
FS198_nucl	hESC	chr19	-	0	5000000	1.8681783978983781
FS198_nucl	hESC	chr19	-	5000000	10000000	1.67088706774223
FS198_nucl	hESC	chr19	-	10000000	15000000	1.866554600942362
FS198_nucl	hESC	chr19	-	15000000	20000000	1.777245768361389
FS198_nucl	hESC	chr19	-	30000000	35000000	1.3453157780606806
FS198_nucl	hESC	chr19	-	35000000	40000000	1.6059351895015208
FS198_nucl	hESC	chr19	-	40000000	45000000	1.463041057371963
FS198_nucl	hESC	chr19	-	45000000	50000000	1.9477444487432465
FS198_nucl	hESC	chr19	-	50000000	55000000	1.4013367730432909
FS198_nucl	hESC	chr19	-	55000000	58617616	1.3711300023633273
FS198_nucl	hESC	chr2	+	0	5000000	1.1210492094332098
FS198_nucl	hESC	chr2	+	5000000	10000000	1.1453318637891639
FS198_nucl	hESC	chr2	+	10000000	15000000	1.0538671990484034
FS198_nucl	hESC	chr2	+	20000000	25000000	1.099194820512851
FS198_nucl	hESC	chr2	+	25000000	30000000	1.3873489855368377
FS198_nucl	hESC	chr2	+	30000000	35000000	1.086244071523009
FS198_nucl	hESC	chr2	+	35000000	40000000	1.0692462134738414
FS198_nucl	hESC	chr2	+	40000000	45000000	1.1453318637891636
FS198_nucl	hESC	chr2	+	45000000	50000000	1.171233361768848
FS198_nucl	hESC	chr2	+	60000000	65000000	1.2230363577282166
FS198_nucl	hESC	chr2	+	65000000	70000000	1.1202397876213446
FS198_nucl	hESC	chr2	+	70000000	75000000	1.3428307858842556
FS198_nucl	hESC	chr2	+	95000000	100000000	1.0546766208602683
FS198_nucl	hESC	chr2	+	120000000	125000000	1.0919100242060646
FS198_nucl	hESC	chr2	+	125000000	130000000	1.112145569502693
FS198_nucl	hESC	chr2	+	170000000	175000000	1.159092034590871
FS198_nucl	hESC	chr2	+	200000000	205000000	1.1429035983535685
FS198_nucl	hESC	chr2	+	205000000	210000000	1.0449635591178872
FS198_nucl	hESC	chr2	+	215000000	220000000	1.2877901026774268
FS198_nucl	hESC	chr2	+	220000000	225000000	1.0530577772365386
FS198_nucl	hESC	chr2	+	230000000	235000000	1.2756487754994503
FS198_nucl	hESC	chr2	+	235000000	240000000	1.3242140842113583
FS198_nucl	hESC	chr2	+	240000000	242193529	1.3173453101968595
FS198_nucl	hESC	chr2	-	0	5000000	1.1220436966082448
FS198_nucl	hESC	chr2	-	5000000	10000000	1.074141686405722
FS198_nucl	hESC	chr2	-	10000000	15000000	1.0944391483559428
FS198_nucl	hESC	chr2	-	15000000	20000000	1.009189808165013
FS198_nucl	hESC	chr2	-	20000000	25000000	1.0903796559658991
FS198_nucl	hESC	chr2	-	25000000	30000000	1.3583061537088217
FS198_nucl	hESC	chr2	-	30000000	35000000	1.1285388844323156
FS198_nucl	hESC	chr2	-	35000000	40000000	1.0343586609832878
FS198_nucl	hESC	chr2	-	40000000	45000000	1.121231798130236
FS198_nucl	hESC	chr2	-	45000000	50000000	1.1228555950862538
FS198_nucl	hESC	chr2	-	60000000	65000000	1.2267786002713879
FS198_nucl	hESC	chr2	-	65000000	70000000	1.0351705594612968
FS198_nucl	hESC	chr2	-	70000000	75000000	1.3079684480722737
FS198_nucl	hESC	chr2	-	95000000	100000000	1.0343586609832869
FS198_nucl	hESC	chr2	-	100000000	105000000	1.0530323259774916
FS198_nucl	hESC	chr2	-	120000000	125000000	1.0392300518513409
FS198_nucl	hESC	chr2	-	125000000	130000000	1.0782011787957662
FS198_nucl	hESC	chr2	-	170000000	175000000	1.1472125494265195
FS198_nucl	hESC	chr2	-	200000000	205000000	1.1894312702829801
FS198_nucl	hESC	chr2	-	205000000	210000000	1.1041819300920497
FS198_nucl	hESC	chr2	-	215000000	220000000	1.320958823720415
FS198_nucl	hESC	chr2	-	220000000	225000000	1.0124374020770486
FS198_nucl	hESC	chr2	-	230000000	235000000	1.381851209571079
FS198_nucl	hESC	chr2	-	235000000	240000000	1.3404443871926284
FS198_nucl	hESC	chr2	-	240000000	242193529	1.302704975294758
FS198_nucl	hESC	chr20	+	0	5000000	1.3574003784978284
FS198_nucl	hESC	chr20	+	15000000	20000000	1.1000042423247158
FS198_nucl	hESC	chr20	+	20000000	25000000	1.0741027443450322
FS198_nucl	hESC	chr20	+	30000000	35000000	1.4431990905555292
FS198_nucl	hESC	chr20	+	35000000	40000000	1.4731476975945406
FS198_nucl	hESC	chr20	+	40000000	45000000	1.195516016124802
FS198_nucl	hESC	chr20	+	45000000	50000000	1.4221541234470387
FS198_nucl	hESC	chr20	+	50000000	55000000	1.2400342157773836
FS198_nucl	hESC	chr20	+	55000000	60000000	1.243271903024844
FS198_nucl	hESC	chr20	+	60000000	64444167	1.4331995973774925
FS198_nucl	hESC	chr20	-	0	5000000	1.3550585597967875
FS198_nucl	hESC	chr20	-	5000000	10000000	1.0010708233849246
FS198_nucl	hESC	chr20	-	15000000	20000000	1.0570918183675357
FS198_nucl	hESC	chr20	-	20000000	25000000	1.092003452921917
FS198_nucl	hESC	chr20	-	30000000	35000000	1.3258302145884664
FS198_nucl	hESC	chr20	-	35000000	40000000	1.4930813010582917
FS198_nucl	hESC	chr20	-	40000000	45000000	1.195926458107051
FS198_nucl	hESC	chr20	-	45000000	50000000	1.3891582958731596
FS198_nucl	hESC	chr20	-	50000000	55000000	1.2925423769901048
FS198_nucl	hESC	chr20	-	55000000	60000000	1.2430165698315645
FS198_nucl	hESC	chr20	-	60000000	64444167	1.4722001760376544
FS198_nucl	hESC	chr21	+	30000000	35000000	1.1566637691552757
FS198_nucl	hESC	chr21	+	35000000	40000000	1.1542355037196803
FS198_nucl	hESC	chr21	+	40000000	45000000	1.2117044523621043
FS198_nucl	hESC	chr21	+	45000000	46709983	1.3820128372703357
FS198_nucl	hESC	chr21	-	30000000	35000000	1.1585791281186435
FS198_nucl	hESC	chr21	-	35000000	40000000	1.1805003870248827
FS198_nucl	hESC	chr21	-	40000000	45000000	1.2105406307112099
FS198_nucl	hESC	chr21	-	45000000	46709983	1.362075914070316
FS198_nucl	hESC	chr22	+	20000000	25000000	1.298312586231673
FS198_nucl	hESC	chr22	+	25000000	30000000	1.3930149382198942
FS198_nucl	hESC	chr22	+	30000000	35000000	1.312072757033381
FS198_nucl	hESC	chr22	+	35000000	40000000	1.7200213502134036
FS198_nucl	hESC	chr22	+	40000000	45000000	1.6269378418489147
FS198_nucl	hESC	chr22	+	45000000	50000000	1.4172975925758478
FS198_nucl	hESC	chr22	+	50000000	50818468	1.428069428514379
FS198_nucl	hESC	chr22	-	20000000	25000000	1.2405808743975377
FS198_nucl	hESC	chr22	-	25000000	30000000	1.4573577680259029
FS198_nucl	hESC	chr22	-	30000000	35000000	1.3802274126150607
FS198_nucl	hESC	chr22	-	35000000	40000000	1.6010637986334697
FS198_nucl	hESC	chr22	-	40000000	45000000	1.6205493621056823
FS198_nucl	hESC	chr22	-	45000000	50000000	1.5320524280027172
FS198_nucl	hESC	chr22	-	50000000	50818468	1.6880666690338328
FS198_nucl	hESC	chr3	+	5000000	10000000	1.0004453594653044
FS198_nucl	hESC	chr3	+	10000000	15000000	1.3031691171028645
FS198_nucl	hESC	chr3	+	30000000	35000000	1.0287751228805846
FS198_nucl	hESC	chr3	+	35000000	40000000	1.0595331517314597
FS198_nucl	hESC	chr3	+	40000000	45000000	1.1971348597485325
FS198_nucl	hESC	chr3	+	45000000	50000000	1.5783725331370069
FS198_nucl	hESC	chr3	+	50000000	55000000	1.4100127962690607
FS198_nucl	hESC	chr3	+	55000000	60000000	1.1356188020467823
FS198_nucl	hESC	chr3	+	65000000	70000000	1.0101584212076866
FS198_nucl	hESC	chr3	+	70000000	75000000	1.061961417167055
FS198_nucl	hESC	chr3	+	120000000	125000000	1.1631391436501968
FS198_nucl	hESC	chr3	+	125000000	130000000	1.3695417056758048
FS198_nucl	hESC	chr3	+	130000000	135000000	1.0053018903364956
FS198_nucl	hESC	chr3	+	135000000	140000000	1.1048607731959073
FS198_nucl	hESC	chr3	+	140000000	145000000	1.0028736249009003
FS198_nucl	hESC	chr3	+	180000000	185000000	1.1785181580756336
FS198_nucl	hESC	chr3	+	185000000	190000000	1.1623297218383315
FS198_nucl	hESC	chr3	+	190000000	195000000	1.0619614171670544
FS198_nucl	hESC	chr3	+	195000000	198295559	1.205759900546824
FS198_nucl	hESC	chr3	-	5000000	10000000	1.0286753716372252
FS198_nucl	hESC	chr3	-	10000000	15000000	1.3209588237204153
FS198_nucl	hESC	chr3	-	30000000	35000000	1.0928153513999257
FS198_nucl	hESC	chr3	-	35000000	40000000	1.0635870061916068
FS198_nucl	hESC	chr3	-	40000000	45000000	1.1699457068107675
FS198_nucl	hESC	chr3	-	45000000	50000000	1.5669640625570975
FS198_nucl	hESC	chr3	-	50000000	55000000	1.4248818289055483
FS198_nucl	hESC	chr3	-	55000000	60000000	1.1464006509485098
FS198_nucl	hESC	chr3	-	60000000	65000000	1.1001224377020056
FS198_nucl	hESC	chr3	-	65000000	70000000	1.0067541127309867
FS198_nucl	hESC	chr3	-	70000000	75000000	1.0124374020770486
FS198_nucl	hESC	chr3	-	120000000	125000000	1.0984986407459878
FS198_nucl	hESC	chr3	-	125000000	130000000	1.3469395750166988
FS198_nucl	hESC	chr3	-	130000000	135000000	1.0294872701152347
FS198_nucl	hESC	chr3	-	135000000	140000000	1.0830725696638195
FS198_nucl	hESC	chr3	-	140000000	145000000	1.020556386857137
FS198_nucl	hESC	chr3	-	170000000	175000000	1.016496894467093
FS198_nucl	hESC	chr3	-	180000000	185000000	1.1869955748489531
FS198_nucl	hESC	chr3	-	185000000	190000000	1.138281666168422
FS198_nucl	hESC	chr3	-	190000000	195000000	1.0075660112089955
FS198_nucl	hESC	chr3	-	195000000	198295559	1.1469913894196202
FS198_nucl	hESC	chr4	+	0	5000000	1.429438919753824
FS198_nucl	hESC	chr4	+	5000000	10000000	1.2918372117367525
FS198_nucl	hESC	chr4	+	35000000	40000000	1.0231091701975281
FS198_nucl	hESC	chr4	+	80000000	85000000	1.0036830467127653
FS198_nucl	hESC	chr4	+	85000000	90000000	1.00125478127717
FS198_nucl	hESC	chr4	+	150000000	155000000	1.0643896826026504
FS198_nucl	hESC	chr4	+	180000000	185000000	1.0473918245534826
FS198_nucl	hESC	chr4	-	0	5000000	1.4768433314981144
FS198_nucl	hESC	chr4	-	5000000	10000000	1.2267786002713874
FS198_nucl	hESC	chr4	-	25000000	30000000	1.00431841729696
FS198_nucl	hESC	chr4	-	35000000	40000000	1.0002589249069156
FS198_nucl	hESC	chr4	-	40000000	45000000	1.0083779096870042
FS198_nucl	hESC	chr4	-	75000000	80000000	1.0351705594612968
FS198_nucl	hESC	chr4	-	150000000	155000000	1.0286753716372259
FS198_nucl	hESC	chr4	-	180000000	185000000	1.045725239675412
FS198_nucl	hESC	chr5	+	0	5000000	1.1275245839281305
FS198_nucl	hESC	chr5	+	5000000	10000000	1.0222997483856635
FS198_nucl	hESC	chr5	+	10000000	15000000	1.0150149520788774
FS198_nucl	hESC	chr5	+	30000000	35000000	1.006920733960226
FS198_nucl	hESC	chr5	+	55000000	60000000	1.0190620611382029
FS198_nucl	hESC	chr5	+	75000000	80000000	1.074912166156897
FS198_nucl	hESC	chr5	+	130000000	135000000	1.2699828228163939
FS198_nucl	hESC	chr5	+	135000000	140000000	1.233558841282463
FS198_nucl	hESC	chr5	+	140000000	145000000	1.1291434275518608
FS198_nucl	hESC	chr5	+	145000000	150000000	1.0943382896416602
FS198_nucl	hESC	chr5	+	150000000	155000000	1.198753703372262
FS198_nucl	hESC	chr5	+	155000000	160000000	1.0482012463653478
FS198_nucl	hESC	chr5	+	165000000	170000000	1.007730155772091
FS198_nucl	hESC	chr5	+	170000000	175000000	1.3387836768249302
FS198_nucl	hESC	chr5	+	175000000	180000000	1.347687316755446
FS198_nucl	hESC	chr5	-	0	5000000	1.1796884885468735
FS198_nucl	hESC	chr5	-	5000000	10000000	1.022180183813155
FS198_nucl	hESC	chr5	-	10000000	15000000	1.0603394122795713
FS198_nucl	hESC	chr5	-	30000000	35000000	1.0262396762031991
FS198_nucl	hESC	chr5	-	55000000	60000000	1.0197444883791285
FS198_nucl	hESC	chr5	-	75000000	80000000	1.0911915544439081
FS198_nucl	hESC	chr5	-	130000000	135000000	1.1845598794149268
