Sample	Celltype	Chromosome	Strand	Start	End	EF
FS203_nucl	HEK293T	chr5	+	150000000	155000000	1.321233404265633
FS203_nucl	HEK293T	chr5	+	165000000	170000000	1.3283304503046607
FS203_nucl	HEK293T	chr5	+	170000000	175000000	1.742324802581269
FS203_nucl	HEK293T	chr5	+	175000000	180000000	1.6808170702430296
FS203_nucl	HEK293T	chr5	-	135000000	140000000	1.226531429801531
FS203_nucl	HEK293T	chr5	-	140000000	145000000	1.21349583006451
FS203_nucl	HEK293T	chr5	-	150000000	155000000	1.3094852463098472
FS203_nucl	HEK293T	chr5	-	165000000	170000000	1.2751186651849733
FS203_nucl	HEK293T	chr5	-	170000000	175000000	1.6744820389464383
FS203_nucl	HEK293T	chr5	-	175000000	180000000	1.734919819545354
FS203_nucl	HEK293T	chr6	+	0	5000000	1.3922038646559087
FS203_nucl	HEK293T	chr6	+	10000000	15000000	1.3389760193632019
FS203_nucl	HEK293T	chr6	+	15000000	20000000	1.277468287024963
FS203_nucl	HEK293T	chr6	+	30000000	35000000	1.3389760193632019
FS203_nucl	HEK293T	chr6	+	35000000	40000000	1.3756440905648444
FS203_nucl	HEK293T	chr6	+	40000000	45000000	1.347255906408734
FS203_nucl	HEK293T	chr6	+	110000000	115000000	1.4123121617664869
FS203_nucl	HEK293T	chr6	+	115000000	120000000	1.253811466894871
FS203_nucl	HEK293T	chr6	+	125000000	130000000	1.230154646764779
FS203_nucl	HEK293T	chr6	+	130000000	135000000	1.2206919187127423
FS203_nucl	HEK293T	chr6	+	135000000	140000000	1.4004837517014408
FS203_nucl	HEK293T	chr6	+	140000000	145000000	1.2112291906607056
FS203_nucl	HEK293T	chr6	+	145000000	150000000	1.2549943079013757
FS203_nucl	HEK293T	chr6	+	150000000	155000000	1.4052151157274593
FS203_nucl	HEK293T	chr6	+	155000000	160000000	1.535327626442965
FS203_nucl	HEK293T	chr6	+	160000000	165000000	1.259725671927394
FS203_nucl	HEK293T	chr6	+	165000000	170000000	1.5684471746250934
FS203_nucl	HEK293T	chr6	-	0	5000000	1.410214880641374
FS203_nucl	HEK293T	chr6	-	5000000	10000000	1.2585279018833102
FS203_nucl	HEK293T	chr6	-	10000000	15000000	1.2537876837971207
FS203_nucl	HEK293T	chr6	-	15000000	20000000	1.3237059005684157
FS203_nucl	HEK293T	chr6	-	30000000	35000000	1.385328735688879
FS203_nucl	HEK293T	chr6	-	35000000	40000000	1.4588021160248164
FS203_nucl	HEK293T	chr6	-	40000000	45000000	1.3355564457838895
FS203_nucl	HEK293T	chr6	-	110000000	115000000	1.3260760096115105
FS203_nucl	HEK293T	chr6	-	120000000	125000000	1.220606157193794
FS203_nucl	HEK293T	chr6	-	125000000	130000000	1.2620830654479522
FS203_nucl	HEK293T	chr6	-	130000000	135000000	1.2893393194435419
FS203_nucl	HEK293T	chr6	-	135000000	140000000	1.4090298261198266
FS203_nucl	HEK293T	chr6	-	145000000	150000000	1.28104393779271
FS203_nucl	HEK293T	chr6	-	150000000	155000000	1.2502325202324784
FS203_nucl	HEK293T	chr6	-	155000000	160000000	1.4564320069817216
FS203_nucl	HEK293T	chr6	-	160000000	165000000	1.2395670295385521
FS203_nucl	HEK293T	chr6	-	165000000	170000000	1.5109445149729006
FS203_nucl	HEK293T	chr7	+	0	5000000	1.432420458877065
FS203_nucl	HEK293T	chr7	+	135000000	140000000	1.695011162321085
FS203_nucl	HEK293T	chr7	+	140000000	145000000	1.4974767142348178
FS203_nucl	HEK293T	chr7	+	145000000	150000000	1.41822636679901
FS203_nucl	HEK293T	chr7	+	150000000	155000000	1.4974767142348169
FS203_nucl	HEK293T	chr7	+	155000000	159345973	1.8444480773902927
FS203_nucl	HEK293T	chr7	-	0	5000000	1.4777629883695744
FS203_nucl	HEK293T	chr7	-	130000000	135000000	1.217050993629152
FS203_nucl	HEK293T	chr7	-	135000000	140000000	1.6792222570326274
FS203_nucl	HEK293T	chr7	-	140000000	145000000	1.394809171861258
FS203_nucl	HEK293T	chr7	-	145000000	150000000	1.3568874271717422
FS203_nucl	HEK293T	chr7	-	150000000	155000000	1.5488662596624163
FS203_nucl	HEK293T	chr7	-	155000000	159345973	1.8255242783243402
FS203_nucl	HEK293T	chr8	+	140000000	145000000	1.5223163753714144
FS203_nucl	HEK293T	chr8	-	140000000	145000000	1.5417559325331325
FS203_nucl	HEK293T	chr9	+	75000000	80000000	1.4430660279356016
FS203_nucl	HEK293T	chr9	+	120000000	125000000	1.259725671927394
FS203_nucl	HEK293T	chr9	+	125000000	130000000	1.4785512581307443
FS203_nucl	HEK293T	chr9	+	130000000	135000000	1.4501630739746338
FS203_nucl	HEK293T	chr9	+	135000000	138394717	1.525981208149586
FS203_nucl	HEK293T	chr9	-	75000000	80000000	1.4576170615032649
FS203_nucl	HEK293T	chr9	-	120000000	125000000	1.3130404098744894
FS203_nucl	HEK293T	chr9	-	125000000	130000000	1.3900689537750686
FS203_nucl	HEK293T	chr9	-	130000000	135000000	1.489613533585048
FS203_nucl	HEK293T	chr9	-	135000000	138394717	1.488546300036645
FS300_nucl	RNH2A-KO T3-8	chr1	+	0	5000000	1.6548716115949145
FS300_nucl	RNH2A-KO T3-8	chr1	+	5000000	10000000	1.4203219676694752
FS300_nucl	RNH2A-KO T3-8	chr1	+	15000000	20000000	1.4799723645266163
FS300_nucl	RNH2A-KO T3-8	chr1	+	20000000	25000000	1.3334946068876101
FS300_nucl	RNH2A-KO T3-8	chr1	+	25000000	30000000	1.8442710279137278
FS300_nucl	RNH2A-KO T3-8	chr1	+	30000000	35000000	2.3815008515247205
FS300_nucl	RNH2A-KO T3-8	chr1	+	35000000	40000000	1.55742237034404
FS300_nucl	RNH2A-KO T3-8	chr1	+	40000000	45000000	1.539970070826885
FS300_nucl	RNH2A-KO T3-8	chr1	+	50000000	55000000	1.6423684716422873
FS300_nucl	RNH2A-KO T3-8	chr1	+	55000000	60000000	1.5603745006106233
FS300_nucl	RNH2A-KO T3-8	chr1	+	60000000	65000000	1.5373652500034292
FS300_nucl	RNH2A-KO T3-8	chr1	+	65000000	70000000	1.2211400020358791
FS300_nucl	RNH2A-KO T3-8	chr1	+	90000000	95000000	1.2669559060751077
FS300_nucl	RNH2A-KO T3-8	chr1	+	110000000	115000000	1.521909979784257
FS300_nucl	RNH2A-KO T3-8	chr1	+	115000000	120000000	1.294161812453425
FS300_nucl	RNH2A-KO T3-8	chr1	+	150000000	155000000	1.9352082171059344
FS300_nucl	RNH2A-KO T3-8	chr1	+	155000000	160000000	1.7993812823895095
FS300_nucl	RNH2A-KO T3-8	chr1	+	160000000	165000000	1.2473618649920075
FS300_nucl	RNH2A-KO T3-8	chr1	+	165000000	170000000	1.2127756329472237
FS300_nucl	RNH2A-KO T3-8	chr1	+	180000000	185000000	1.302641951356454
FS300_nucl	RNH2A-KO T3-8	chr1	+	200000000	205000000	1.9773484295387327
FS300_nucl	RNH2A-KO T3-8	chr1	+	205000000	210000000	1.4369638784859993
FS300_nucl	RNH2A-KO T3-8	chr1	+	210000000	215000000	1.3356942333607507
FS300_nucl	RNH2A-KO T3-8	chr1	+	220000000	225000000	1.4664562386982394
FS300_nucl	RNH2A-KO T3-8	chr1	+	225000000	230000000	2.653675685122156
FS300_nucl	RNH2A-KO T3-8	chr1	+	230000000	235000000	1.9845551004836277
FS300_nucl	RNH2A-KO T3-8	chr1	+	235000000	240000000	1.5237044119070824
FS300_nucl	RNH2A-KO T3-8	chr1	+	240000000	245000000	1.464082957503535
FS300_nucl	RNH2A-KO T3-8	chr1	-	0	5000000	1.6700470417129623
FS300_nucl	RNH2A-KO T3-8	chr1	-	5000000	10000000	1.3693720787800632
FS300_nucl	RNH2A-KO T3-8	chr1	-	15000000	20000000	1.4737698952368512
FS300_nucl	RNH2A-KO T3-8	chr1	-	20000000	25000000	1.3467347233977125
FS300_nucl	RNH2A-KO T3-8	chr1	-	25000000	30000000	1.9029255827152696
FS300_nucl	RNH2A-KO T3-8	chr1	-	30000000	35000000	2.284898429856529
FS300_nucl	RNH2A-KO T3-8	chr1	-	35000000	40000000	1.5650999152277107
FS300_nucl	RNH2A-KO T3-8	chr1	-	40000000	45000000	1.5693498401845505
FS300_nucl	RNH2A-KO T3-8	chr1	-	50000000	55000000	1.6153473273024581
FS300_nucl	RNH2A-KO T3-8	chr1	-	55000000	60000000	1.508867914948438
FS300_nucl	RNH2A-KO T3-8	chr1	-	60000000	65000000	1.548620614374659
FS300_nucl	RNH2A-KO T3-8	chr1	-	65000000	70000000	1.2453147455161249
FS300_nucl	RNH2A-KO T3-8	chr1	-	90000000	95000000	1.2329697254034
FS300_nucl	RNH2A-KO T3-8	chr1	-	110000000	115000000	1.4959446737531503
FS300_nucl	RNH2A-KO T3-8	chr1	-	115000000	120000000	1.2913411436881579
FS300_nucl	RNH2A-KO T3-8	chr1	-	150000000	155000000	1.8929223579869254
FS300_nucl	RNH2A-KO T3-8	chr1	-	155000000	160000000	1.7867609672283251
FS300_nucl	RNH2A-KO T3-8	chr1	-	160000000	165000000	1.2735319343452165
FS300_nucl	RNH2A-KO T3-8	chr1	-	180000000	185000000	1.3738532921699274
FS300_nucl	RNH2A-KO T3-8	chr1	-	200000000	205000000	2.039183380821291
FS300_nucl	RNH2A-KO T3-8	chr1	-	205000000	210000000	1.4482703454958132
FS300_nucl	RNH2A-KO T3-8	chr1	-	210000000	215000000	1.3203967530869583
FS300_nucl	RNH2A-KO T3-8	chr1	-	220000000	225000000	1.429911826124431
FS300_nucl	RNH2A-KO T3-8	chr1	-	225000000	230000000	2.62509480378245
FS300_nucl	RNH2A-KO T3-8	chr1	-	230000000	235000000	1.9793085877218701
FS300_nucl	RNH2A-KO T3-8	chr1	-	235000000	240000000	1.5316209145473008
FS300_nucl	RNH2A-KO T3-8	chr1	-	240000000	245000000	1.4792629955212016
FS300_nucl	RNH2A-KO T3-8	chr10	+	10000000	15000000	1.2763911459467434
FS300_nucl	RNH2A-KO T3-8	chr10	+	70000000	75000000	1.6335120808425476
FS300_nucl	RNH2A-KO T3-8	chr10	+	75000000	80000000	1.483184976875551
FS300_nucl	RNH2A-KO T3-8	chr10	+	95000000	100000000	1.3549120225471416
FS300_nucl	RNH2A-KO T3-8	chr10	+	100000000	105000000	1.7484425640641426
FS300_nucl	RNH2A-KO T3-8	chr10	+	120000000	125000000	1.4304518264273594
FS300_nucl	RNH2A-KO T3-8	chr10	+	125000000	130000000	1.2176090226974143
FS300_nucl	RNH2A-KO T3-8	chr10	+	130000000	133797422	1.8030509483970716
FS300_nucl	RNH2A-KO T3-8	chr10	-	10000000	15000000	1.283939913831353
FS300_nucl	RNH2A-KO T3-8	chr10	-	70000000	75000000	1.6439114487810769
FS300_nucl	RNH2A-KO T3-8	chr10	-	75000000	80000000	1.4831948988826378
FS300_nucl	RNH2A-KO T3-8	chr10	-	95000000	100000000	1.3190668445970695
FS300_nucl	RNH2A-KO T3-8	chr10	-	100000000	105000000	1.7720163296229572
FS300_nucl	RNH2A-KO T3-8	chr10	-	115000000	120000000	1.2100721705339095
FS300_nucl	RNH2A-KO T3-8	chr10	-	120000000	125000000	1.4420255578041303
FS300_nucl	RNH2A-KO T3-8	chr10	-	125000000	130000000	1.2494201152023234
FS300_nucl	RNH2A-KO T3-8	chr10	-	130000000	133797422	1.8717577437378614
FS300_nucl	RNH2A-KO T3-8	chr11	+	0	5000000	2.0618025091258803
FS300_nucl	RNH2A-KO T3-8	chr11	+	45000000	50000000	1.3168816385247246
FS300_nucl	RNH2A-KO T3-8	chr11	+	60000000	65000000	2.0365068046847825
FS300_nucl	RNH2A-KO T3-8	chr11	+	65000000	70000000	2.3555684131045367
FS300_nucl	RNH2A-KO T3-8	chr11	+	70000000	75000000	1.6225428909304385
FS300_nucl	RNH2A-KO T3-8	chr11	+	75000000	80000000	1.4424050597616627
FS300_nucl	RNH2A-KO T3-8	chr11	+	115000000	120000000	1.6486489840721859
FS300_nucl	RNH2A-KO T3-8	chr11	+	125000000	130000000	1.2246999238279426
FS300_nucl	RNH2A-KO T3-8	chr11	-	0	5000000	2.0316954178020885
FS300_nucl	RNH2A-KO T3-8	chr11	-	15000000	20000000	1.2071521540669643
FS300_nucl	RNH2A-KO T3-8	chr11	-	45000000	50000000	1.2871779518937463
FS300_nucl	RNH2A-KO T3-8	chr11	-	60000000	65000000	1.997059974956565
FS300_nucl	RNH2A-KO T3-8	chr11	-	65000000	70000000	2.414998173433253
FS300_nucl	RNH2A-KO T3-8	chr11	-	70000000	75000000	1.5927967050824887
FS300_nucl	RNH2A-KO T3-8	chr11	-	75000000	80000000	1.4220769304557024
FS300_nucl	RNH2A-KO T3-8	chr11	-	115000000	120000000	1.6569214231387495
FS300_nucl	RNH2A-KO T3-8	chr11	-	120000000	125000000	1.219873017883352
FS300_nucl	RNH2A-KO T3-8	chr11	-	125000000	130000000	1.2576597656288577
FS300_nucl	RNH2A-KO T3-8	chr11	-	130000000	135000000	1.202179452756911
FS300_nucl	RNH2A-KO T3-8	chr12	+	0	5000000	1.5195945834967408
FS300_nucl	RNH2A-KO T3-8	chr12	+	5000000	10000000	1.2860868679007211
FS300_nucl	RNH2A-KO T3-8	chr12	+	45000000	50000000	1.3420905156050233
FS300_nucl	RNH2A-KO T3-8	chr12	+	50000000	55000000	1.6776203801197347
FS300_nucl	RNH2A-KO T3-8	chr12	+	55000000	60000000	1.2667243664463956
FS300_nucl	RNH2A-KO T3-8	chr12	+	105000000	110000000	1.2971428851736024
FS300_nucl	RNH2A-KO T3-8	chr12	+	110000000	115000000	1.4953986922921945
FS300_nucl	RNH2A-KO T3-8	chr12	+	115000000	120000000	1.4717816501595269
FS300_nucl	RNH2A-KO T3-8	chr12	+	120000000	125000000	2.490382361945179
FS300_nucl	RNH2A-KO T3-8	chr12	+	130000000	133275309	2.1988314150434567
FS300_nucl	RNH2A-KO T3-8	chr12	-	0	5000000	1.6023084418906535
FS300_nucl	RNH2A-KO T3-8	chr12	-	5000000	10000000	1.2599148278508552
FS300_nucl	RNH2A-KO T3-8	chr12	-	45000000	50000000	1.2846048680763016
FS300_nucl	RNH2A-KO T3-8	chr12	-	50000000	55000000	1.7267127078041296
FS300_nucl	RNH2A-KO T3-8	chr12	-	55000000	60000000	1.2494201152023634
FS300_nucl	RNH2A-KO T3-8	chr12	-	105000000	110000000	1.2709877615819314
FS300_nucl	RNH2A-KO T3-8	chr12	-	110000000	115000000	1.4979106254338652
FS300_nucl	RNH2A-KO T3-8	chr12	-	115000000	120000000	1.4285819176345356
FS300_nucl	RNH2A-KO T3-8	chr12	-	120000000	125000000	2.4257241745148006
FS300_nucl	RNH2A-KO T3-8	chr12	-	130000000	133275309	2.1745181518306778
FS300_nucl	RNH2A-KO T3-8	chr13	+	60000000	65000000	1.2192587425522998
FS300_nucl	RNH2A-KO T3-8	chr13	+	65000000	70000000	1.3903086432925442
FS300_nucl	RNH2A-KO T3-8	chr13	+	70000000	75000000	1.2802983771819207
FS300_nucl	RNH2A-KO T3-8	chr13	+	75000000	80000000	1.4633015112564984
FS300_nucl	RNH2A-KO T3-8	chr13	+	90000000	95000000	1.2137886188230123
FS300_nucl	RNH2A-KO T3-8	chr13	-	60000000	65000000	1.250836756854634
FS300_nucl	RNH2A-KO T3-8	chr13	-	65000000	70000000	1.3883088192340076
FS300_nucl	RNH2A-KO T3-8	chr13	-	70000000	75000000	1.2484660504160943
FS300_nucl	RNH2A-KO T3-8	chr13	-	75000000	80000000	1.432976397862016
FS300_nucl	RNH2A-KO T3-8	chr13	-	90000000	95000000	1.2509813121252442
FS300_nucl	RNH2A-KO T3-8	chr14	+	90000000	95000000	1.2611384729027226
FS300_nucl	RNH2A-KO T3-8	chr14	+	100000000	105000000	1.6934808446892222
FS300_nucl	RNH2A-KO T3-8	chr14	-	100000000	105000000	1.7623600375441515
FS300_nucl	RNH2A-KO T3-8	chr15	+	65000000	70000000	1.9376683256614207
FS300_nucl	RNH2A-KO T3-8	chr15	+	70000000	75000000	1.9783035305073333
FS300_nucl	RNH2A-KO T3-8	chr15	+	75000000	80000000	1.976682753106072
FS300_nucl	RNH2A-KO T3-8	chr15	+	80000000	85000000	1.3875880526547255
FS300_nucl	RNH2A-KO T3-8	chr15	+	85000000	90000000	1.4887419279655894
FS300_nucl	RNH2A-KO T3-8	chr15	+	90000000	95000000	1.4913178063354469
FS300_nucl	RNH2A-KO T3-8	chr15	+	95000000	100000000	1.2314724579689238
FS300_nucl	RNH2A-KO T3-8	chr15	+	100000000	101991189	2.0020963105930676
FS300_nucl	RNH2A-KO T3-8	chr15	-	65000000	70000000	1.9533753721689098
FS300_nucl	RNH2A-KO T3-8	chr15	-	70000000	75000000	1.9404232199194937
FS300_nucl	RNH2A-KO T3-8	chr15	-	75000000	80000000	1.9570759870973145
FS300_nucl	RNH2A-KO T3-8	chr15	-	80000000	85000000	1.4094138887475762
FS300_nucl	RNH2A-KO T3-8	chr15	-	85000000	90000000	1.4869533359193
FS300_nucl	RNH2A-KO T3-8	chr15	-	90000000	95000000	1.5373453032646764
FS300_nucl	RNH2A-KO T3-8	chr15	-	95000000	100000000	1.2663619929214274
FS300_nucl	RNH2A-KO T3-8	chr15	-	100000000	101991189	1.816111452410055
FS300_nucl	RNH2A-KO T3-8	chr16	+	0	5000000	3.020984363683012
FS300_nucl	RNH2A-KO T3-8	chr16	+	10000000	15000000	1.381191770410448
FS300_nucl	RNH2A-KO T3-8	chr16	+	25000000	30000000	1.4765571550025307
FS300_nucl	RNH2A-KO T3-8	chr16	+	30000000	35000000	1.3491235318282875
FS300_nucl	RNH2A-KO T3-8	chr16	+	55000000	60000000	1.4281943150470464
FS300_nucl	RNH2A-KO T3-8	chr16	+	65000000	70000000	1.7469664989308544
FS300_nucl	RNH2A-KO T3-8	chr16	+	70000000	75000000	1.2796905856564478
FS300_nucl	RNH2A-KO T3-8	chr16	+	80000000	85000000	1.4534031921273656
FS300_nucl	RNH2A-KO T3-8	chr16	+	85000000	90000000	2.695352818297484
FS300_nucl	RNH2A-KO T3-8	chr16	-	0	5000000	3.1173055003142753
FS300_nucl	RNH2A-KO T3-8	chr16	-	10000000	15000000	1.420371178262138
FS300_nucl	RNH2A-KO T3-8	chr16	-	25000000	30000000	1.453127402589345
FS300_nucl	RNH2A-KO T3-8	chr16	-	30000000	35000000	1.397213423905401
FS300_nucl	RNH2A-KO T3-8	chr16	-	55000000	60000000	1.4154562990603696
FS300_nucl	RNH2A-KO T3-8	chr16	-	65000000	70000000	1.787223544094374
FS300_nucl	RNH2A-KO T3-8	chr16	-	70000000	75000000	1.237508760901522
FS300_nucl	RNH2A-KO T3-8	chr16	-	80000000	85000000	1.492995746232078
FS300_nucl	RNH2A-KO T3-8	chr16	-	85000000	90000000	2.7325282809227867
FS300_nucl	RNH2A-KO T3-8	chr17	+	0	5000000	2.228829408816608
FS300_nucl	RNH2A-KO T3-8	chr17	+	5000000	10000000	1.8368038748864877
FS300_nucl	RNH2A-KO T3-8	chr17	+	15000000	20000000	1.6110816793072325
FS300_nucl	RNH2A-KO T3-8	chr17	+	30000000	35000000	1.350946906404765
FS300_nucl	RNH2A-KO T3-8	chr17	+	35000000	40000000	1.5407225746203315
FS300_nucl	RNH2A-KO T3-8	chr17	+	40000000	45000000	2.1389052055001683
FS300_nucl	RNH2A-KO T3-8	chr17	+	45000000	50000000	1.7050867685803983
FS300_nucl	RNH2A-KO T3-8	chr17	+	55000000	60000000	1.3270114972825695
FS300_nucl	RNH2A-KO T3-8	chr17	+	60000000	65000000	1.3278797708903827
FS300_nucl	RNH2A-KO T3-8	chr17	+	65000000	70000000	1.221342599211044
FS300_nucl	RNH2A-KO T3-8	chr17	+	70000000	75000000	1.515687352261575
FS300_nucl	RNH2A-KO T3-8	chr17	+	75000000	80000000	2.611911724586196
FS300_nucl	RNH2A-KO T3-8	chr17	+	80000000	83257441	2.9086806639490184
FS300_nucl	RNH2A-KO T3-8	chr17	-	0	5000000	2.176077222118132
FS300_nucl	RNH2A-KO T3-8	chr17	-	5000000	10000000	1.815064889219789
FS300_nucl	RNH2A-KO T3-8	chr17	-	15000000	20000000	1.6296582990958939
FS300_nucl	RNH2A-KO T3-8	chr17	-	30000000	35000000	1.3431786637399488
FS300_nucl	RNH2A-KO T3-8	chr17	-	35000000	40000000	1.5812322834312265
FS300_nucl	RNH2A-KO T3-8	chr17	-	40000000	45000000	2.088679105488702
FS300_nucl	RNH2A-KO T3-8	chr17	-	45000000	50000000	1.7444930060929482
FS300_nucl	RNH2A-KO T3-8	chr17	-	55000000	60000000	1.3503486051637332
FS300_nucl	RNH2A-KO T3-8	chr17	-	60000000	65000000	1.3381770513757787
FS300_nucl	RNH2A-KO T3-8	chr17	-	65000000	70000000	1.216721712983383
FS300_nucl	RNH2A-KO T3-8	chr17	-	70000000	75000000	1.4493111434444466
FS300_nucl	RNH2A-KO T3-8	chr17	-	75000000	80000000	2.639839441387959
FS300_nucl	RNH2A-KO T3-8	chr17	-	80000000	83257441	3.062217672232035
FS300_nucl	RNH2A-KO T3-8	chr18	+	20000000	25000000	1.2595466379551026
FS300_nucl	RNH2A-KO T3-8	chr18	+	30000000	35000000	1.3116430544241742
FS300_nucl	RNH2A-KO T3-8	chr18	+	35000000	40000000	1.6535402587295642
FS300_nucl	RNH2A-KO T3-8	chr18	-	20000000	25000000	1.2850096228341372
FS300_nucl	RNH2A-KO T3-8	chr18	-	30000000	35000000	1.309063619868719
FS300_nucl	RNH2A-KO T3-8	chr18	-	35000000	40000000	1.6938408392604107
FS300_nucl	RNH2A-KO T3-8	chr19	+	0	5000000	2.9012783756184803
FS300_nucl	RNH2A-KO T3-8	chr19	+	5000000	10000000	1.9313009858707502
FS300_nucl	RNH2A-KO T3-8	chr19	+	10000000	15000000	2.0477075342256374
FS300_nucl	RNH2A-KO T3-8	chr19	+	15000000	20000000	2.257829747317751
FS300_nucl	RNH2A-KO T3-8	chr19	+	30000000	35000000	1.3309476709713421
FS300_nucl	RNH2A-KO T3-8	chr19	+	35000000	40000000	1.5890564721222342
FS300_nucl	RNH2A-KO T3-8	chr19	+	40000000	45000000	1.6253792513826475
FS300_nucl	RNH2A-KO T3-8	chr19	+	45000000	50000000	2.188570455867416
FS300_nucl	RNH2A-KO T3-8	chr19	+	50000000	55000000	1.3310634407857178
FS300_nucl	RNH2A-KO T3-8	chr19	+	55000000	58617616	1.5229190373056327
FS300_nucl	RNH2A-KO T3-8	chr19	-	0	5000000	2.926319076743794
FS300_nucl	RNH2A-KO T3-8	chr19	-	5000000	10000000	1.9023184505785777
FS300_nucl	RNH2A-KO T3-8	chr19	-	10000000	15000000	2.084776113181401
FS300_nucl	RNH2A-KO T3-8	chr19	-	15000000	20000000	2.268794972707144
FS300_nucl	RNH2A-KO T3-8	chr19	-	30000000	35000000	1.355436950690289
FS300_nucl	RNH2A-KO T3-8	chr19	-	35000000	40000000	1.6313062291812013
FS300_nucl	RNH2A-KO T3-8	chr19	-	40000000	45000000	1.5801914854826116
FS300_nucl	RNH2A-KO T3-8	chr19	-	45000000	50000000	2.2003914186399154
FS300_nucl	RNH2A-KO T3-8	chr19	-	50000000	55000000	1.3353726791253453
FS300_nucl	RNH2A-KO T3-8	chr19	-	55000000	58617616	1.511856798207026
FS300_nucl	RNH2A-KO T3-8	chr2	+	0	5000000	1.2393737478000786
FS300_nucl	RNH2A-KO T3-8	chr2	+	25000000	30000000	1.6174779615514965
FS300_nucl	RNH2A-KO T3-8	chr2	+	70000000	75000000	1.4914335761498225
FS300_nucl	RNH2A-KO T3-8	chr2	+	95000000	100000000	1.2883443792810654
FS300_nucl	RNH2A-KO T3-8	chr2	+	215000000	220000000	1.5104777106146468
FS300_nucl	RNH2A-KO T3-8	chr2	+	230000000	235000000	1.4776569682390999
FS300_nucl	RNH2A-KO T3-8	chr2	+	235000000	240000000	1.6462178179702938
FS300_nucl	RNH2A-KO T3-8	chr2	+	240000000	242193529	2.098981337247536
FS300_nucl	RNH2A-KO T3-8	chr2	-	0	5000000	1.2139462517870805
FS300_nucl	RNH2A-KO T3-8	chr2	-	25000000	30000000	1.624454309352825
FS300_nucl	RNH2A-KO T3-8	chr2	-	70000000	75000000	1.5230054204171088
FS300_nucl	RNH2A-KO T3-8	chr2	-	95000000	100000000	1.242192351670307
FS300_nucl	RNH2A-KO T3-8	chr2	-	215000000	220000000	1.4877917564890089
FS300_nucl	RNH2A-KO T3-8	chr2	-	230000000	235000000	1.5209816466281374
FS300_nucl	RNH2A-KO T3-8	chr2	-	235000000	240000000	1.7155819519647875
FS300_nucl	RNH2A-KO T3-8	chr2	-	240000000	242193529	2.061824461660126
FS300_nucl	RNH2A-KO T3-8	chr20	+	60000000	64444167	1.676939905847007
FS300_nucl	RNH2A-KO T3-8	chr20	-	0	5000000	1.20058934477986
FS300_nucl	RNH2A-KO T3-8	chr20	-	35000000	40000000	1.210881680049494
FS300_nucl	RNH2A-KO T3-8	chr20	-	60000000	64444167	1.7276882525725463
FS300_nucl	RNH2A-KO T3-8	chr21	+	30000000	35000000	1.257028644492399
FS300_nucl	RNH2A-KO T3-8	chr21	+	40000000	45000000	1.224960405910299
FS300_nucl	RNH2A-KO T3-8	chr21	+	45000000	46709983	1.4398533335504462
FS300_nucl	RNH2A-KO T3-8	chr21	-	30000000	35000000	1.2323915043208573
FS300_nucl	RNH2A-KO T3-8	chr21	-	40000000	45000000	1.2234290775411294
FS300_nucl	RNH2A-KO T3-8	chr21	-	45000000	46709983	1.5706356930595058
FS300_nucl	RNH2A-KO T3-8	chr22	+	15000000	20000000	1.3485446827565315
FS300_nucl	RNH2A-KO T3-8	chr22	+	20000000	25000000	2.0682566762773456
FS300_nucl	RNH2A-KO T3-8	chr22	+	25000000	30000000	1.7468217866628812
FS300_nucl	RNH2A-KO T3-8	chr22	+	30000000	35000000	1.6534823738223765
FS300_nucl	RNH2A-KO T3-8	chr22	+	35000000	40000000	2.7155835933596255
FS300_nucl	RNH2A-KO T3-8	chr22	+	40000000	45000000	2.413192838210101
FS300_nucl	RNH2A-KO T3-8	chr22	+	45000000	50000000	2.2984360097100693
FS300_nucl	RNH2A-KO T3-8	chr22	+	50000000	50818468	3.252034384866321
FS300_nucl	RNH2A-KO T3-8	chr22	-	15000000	20000000	1.2683568556563385
FS300_nucl	RNH2A-KO T3-8	chr22	-	20000000	25000000	2.14916103072481
FS300_nucl	RNH2A-KO T3-8	chr22	-	25000000	30000000	1.7542938534423946
FS300_nucl	RNH2A-KO T3-8	chr22	-	30000000	35000000	1.6095072943685658
FS300_nucl	RNH2A-KO T3-8	chr22	-	35000000	40000000	2.662418974661976
FS300_nucl	RNH2A-KO T3-8	chr22	-	40000000	45000000	2.4061224798159073
FS300_nucl	RNH2A-KO T3-8	chr22	-	45000000	50000000	2.384410278165659
FS300_nucl	RNH2A-KO T3-8	chr22	-	50000000	50818468	3.269919505150492
FS300_nucl	RNH2A-KO T3-8	chr3	+	5000000	10000000	1.2219503907365197
FS300_nucl	RNH2A-KO T3-8	chr3	+	10000000	15000000	2.4234963516895114
FS300_nucl	RNH2A-KO T3-8	chr3	+	30000000	35000000	1.2567971048636335
FS300_nucl	RNH2A-KO T3-8	chr3	+	35000000	40000000	1.3741298117335343
FS300_nucl	RNH2A-KO T3-8	chr3	+	40000000	45000000	1.532358205531675
FS300_nucl	RNH2A-KO T3-8	chr3	+	45000000	50000000	2.494984212066611
FS300_nucl	RNH2A-KO T3-8	chr3	+	50000000	55000000	2.437591326589568
FS300_nucl	RNH2A-KO T3-8	chr3	+	55000000	60000000	1.4887998128727726
FS300_nucl	RNH2A-KO T3-8	chr3	+	70000000	75000000	1.319891653698454
FS300_nucl	RNH2A-KO T3-8	chr3	+	125000000	130000000	1.7480373697138272
