Sample	Celltype	Chromosome	Strand	Start	End	Count	EF
FS199_nucl	hESC	chr20	-	40000000.0	45000000	948	1.3068721360699875
FS199_nucl	hESC	chr20	-	45000000.0	50000000	956	1.31790059291446
FS199_nucl	hESC	chr20	-	50000000.0	55000000	871	1.20072323894194
FS199_nucl	hESC	chr20	-	60000000.0	64444167	783	1.214412300047166
FS199_nucl	hESC	chr21	+	35000000.0	40000000	901	1.2420799521087118
FS199_nucl	hESC	chr22	+	25000000.0	30000000	947	1.3054935789644284
FS199_nucl	hESC	chr22	+	30000000.0	35000000	871	1.20072323894194
FS199_nucl	hESC	chr22	+	35000000.0	40000000	967	1.3330647210756097
FS199_nucl	hESC	chr22	+	40000000.0	45000000	953	1.313764921597783
FS199_nucl	hESC	chr22	+	45000000.0	50000000	925	1.2751653226421291
FS199_nucl	hESC	chr22	-	25000000.0	30000000	921	1.269651094219893
FS199_nucl	hESC	chr22	-	30000000.0	35000000	916	1.2627583086920977
FS199_nucl	hESC	chr22	-	35000000.0	40000000	1030	1.4199138187258304
FS199_nucl	hESC	chr22	-	40000000.0	45000000	977	1.3468502921312002
FS199_nucl	hESC	chr22	-	45000000.0	50000000	875	1.2062374673641763
FS199_nucl	hESC	chr3	+	10000000.0	15000000	1041	1.4350779468869799
FS199_nucl	hESC	chr3	+	40000000.0	45000000	883	1.2172659242086488
FS199_nucl	hESC	chr3	+	45000000.0	50000000	963	1.3275504926533734
FS199_nucl	hESC	chr3	+	50000000.0	55000000	920	1.268272537114334
FS199_nucl	hESC	chr3	+	120000000.0	125000000	961	1.3247933784422554
FS199_nucl	hESC	chr3	-	10000000.0	15000000	945	1.3027364647533104
FS199_nucl	hESC	chr3	-	45000000.0	50000000	989	1.363392977397909
FS199_nucl	hESC	chr3	-	50000000.0	55000000	964	1.3289290497589326
FS199_nucl	hESC	chr3	-	120000000.0	125000000	903	1.24483706631983
FS199_nucl	hESC	chr3	-	125000000.0	130000000	911	1.2558655231643026
FS199_nucl	hESC	chr3	-	180000000.0	185000000	886	1.221401595525326
FS199_nucl	hESC	chr5	+	10000000.0	15000000	921	1.269651094219893
FS199_nucl	hESC	chr5	+	75000000.0	80000000	892	1.2296729381586804
FS199_nucl	hESC	chr5	+	135000000.0	140000000	906	1.2489727376365072
FS199_nucl	hESC	chr5	+	140000000.0	145000000	927	1.2779224368532474
FS199_nucl	hESC	chr5	+	145000000.0	150000000	932	1.2848152223810427
FS199_nucl	hESC	chr5	+	170000000.0	175000000	888	1.2241587097364441
FS199_nucl	hESC	chr5	-	130000000.0	135000000	904	1.246215623425389
FS199_nucl	hESC	chr5	-	135000000.0	140000000	918	1.2655154229032157
FS199_nucl	hESC	chr5	-	150000000.0	155000000	888	1.2241587097364441
FS199_nucl	hESC	chr6	+	0.0	5000000	889	1.2255372668420033
FS199_nucl	hESC	chr6	+	30000000.0	35000000	924	1.2737867655365702
FS199_nucl	hESC	chr6	+	35000000.0	40000000	953	1.313764921597783
FS199_nucl	hESC	chr6	+	40000000.0	45000000	904	1.246215623425389
FS199_nucl	hESC	chr6	-	0.0	5000000	966	1.3316861639700506
FS199_nucl	hESC	chr6	-	35000000.0	40000000	990	1.3647715345034679
FS199_nucl	hESC	chr6	-	40000000.0	45000000	1000	1.3785571055590586
FS199_nucl	hESC	chr6	-	155000000.0	160000000	890	1.2269158239475622
FS199_nucl	hESC	chr7	+	0.0	5000000	884	1.2186444813142077
FS199_nucl	hESC	chr7	+	130000000.0	135000000	878	1.2103731386808536
FS199_nucl	hESC	chr7	-	0.0	5000000	973	1.341336063708964
FS199_nucl	hESC	chr7	-	130000000.0	135000000	885	1.2200230384197668
FS199_nucl	hESC	chr7	-	135000000.0	140000000	888	1.2241587097364441
FS199_nucl	hESC	chr8	+	140000000.0	145000000	942	1.2986007934366333
FS199_nucl	hESC	chr8	-	140000000.0	145000000	1004	1.384071333981295
FS199_nucl	hESC	chr9	+	95000000.0	100000000	891	1.2282943810531213
FS199_nucl	hESC	chr9	+	105000000.0	110000000	876	1.2076160244697354
FS199_nucl	hESC	chr9	+	120000000.0	125000000	890	1.2269158239475622
FS199_nucl	hESC	chr9	+	125000000.0	130000000	949	1.3082506931755467
FS199_nucl	hESC	chr9	+	130000000.0	135000000	903	1.24483706631983
FS199_nucl	hESC	chr9	-	125000000.0	130000000	976	1.3454717350256413
FS199_nucl	hESC	chr9	-	130000000.0	135000000	979	1.3496074063423182
FS201_nucl	hESC	chr1	+	0.0	5000000	1441	1.2686798412195366
FS201_nucl	hESC	chr1	+	5000000.0	10000000	1685	1.4835014104475497
FS201_nucl	hESC	chr1	+	10000000.0	15000000	1459	1.2845273340314391
FS201_nucl	hESC	chr1	+	15000000.0	20000000	1698	1.4949468219228128
FS201_nucl	hESC	chr1	+	20000000.0	25000000	1653	1.4553280898930563
FS201_nucl	hESC	chr1	+	25000000.0	30000000	1636	1.4403610133484814
FS201_nucl	hESC	chr1	+	30000000.0	35000000	1622	1.4280351856058908
FS201_nucl	hESC	chr1	+	35000000.0	40000000	1630	1.435078515744514
FS201_nucl	hESC	chr1	+	40000000.0	45000000	1596	1.4051443626553646
FS201_nucl	hESC	chr1	+	45000000.0	50000000	1387	1.221137362783829
FS201_nucl	hESC	chr1	+	50000000.0	55000000	1499	1.3197439847245562
FS201_nucl	hESC	chr1	+	150000000.0	155000000	1574	1.3857752047741503
FS201_nucl	hESC	chr1	+	155000000.0	160000000	1479	1.3021356593779976
FS201_nucl	hESC	chr1	+	200000000.0	205000000	1601	1.4095464439920042
FS201_nucl	hESC	chr1	+	225000000.0	230000000	1368	1.2044094537045982
FS201_nucl	hESC	chr1	+	230000000.0	235000000	1453	1.2792448364274718
FS201_nucl	hESC	chr1	-	5000000.0	10000000	1666	1.4667735013683194
FS201_nucl	hESC	chr1	-	10000000.0	15000000	1481	1.3038964919126534
FS201_nucl	hESC	chr1	-	15000000.0	20000000	1750	1.5407284678238646
FS201_nucl	hESC	chr1	-	20000000.0	25000000	1622	1.4280351856058908
FS201_nucl	hESC	chr1	-	25000000.0	30000000	1744	1.5354459702198973
FS201_nucl	hESC	chr1	-	30000000.0	35000000	1580	1.3910577023781179
FS201_nucl	hESC	chr1	-	35000000.0	40000000	1602	1.4104268602593322
FS201_nucl	hESC	chr1	-	40000000.0	45000000	1631	1.435958932011842
FS201_nucl	hESC	chr1	-	50000000.0	55000000	1452	1.2783644201601438
FS201_nucl	hESC	chr1	-	110000000.0	115000000	1385	1.219376530249173
FS201_nucl	hESC	chr1	-	150000000.0	155000000	1534	1.3505585540810334
FS201_nucl	hESC	chr1	-	155000000.0	160000000	1453	1.2792448364274718
FS201_nucl	hESC	chr1	-	200000000.0	205000000	1607	1.4148289415959718
FS201_nucl	hESC	chr1	-	225000000.0	230000000	1474	1.2977335780413581
FS201_nucl	hESC	chr10	+	10000000.0	15000000	1385	1.219376530249173
FS201_nucl	hESC	chr10	+	70000000.0	75000000	1533	1.3496781378137057
FS201_nucl	hESC	chr10	+	100000000.0	105000000	1541	1.356721467952329
FS201_nucl	hESC	chr10	+	120000000.0	125000000	1379	1.2140940326452054
FS201_nucl	hESC	chr10	+	130000000.0	133797422	1084	1.2566041300959812
FS201_nucl	hESC	chr10	-	10000000.0	15000000	1367	1.2035290374372702
FS201_nucl	hESC	chr10	-	70000000.0	75000000	1597	1.4060247789226925
FS201_nucl	hESC	chr10	-	100000000.0	105000000	1600	1.4086660277246765
FS201_nucl	hESC	chr10	-	120000000.0	125000000	1386	1.220256946516501
FS201_nucl	hESC	chr10	-	130000000.0	133797422	1151	1.3342724665502532
FS201_nucl	hESC	chr11	+	0.0	5000000	1568	1.3804927071701827
FS201_nucl	hESC	chr11	+	60000000.0	65000000	1673	1.4729364152396147
FS201_nucl	hESC	chr11	+	65000000.0	70000000	1782	1.5689017883783583
FS201_nucl	hESC	chr11	+	70000000.0	75000000	1550	1.3646452143582801
FS201_nucl	hESC	chr11	+	75000000.0	80000000	1414	1.2449086020016826
FS201_nucl	hESC	chr11	+	115000000.0	120000000	1573	1.3848947885068223
FS201_nucl	hESC	chr11	+	125000000.0	130000000	1383	1.2176156977145172
FS201_nucl	hESC	chr11	+	130000000.0	135000000	1427	1.2563540134769458
FS201_nucl	hESC	chr11	+	135000000.0	135086622	27	1.3721248192060858
FS201_nucl	hESC	chr11	-	0.0	5000000	1479	1.3021356593779976
FS201_nucl	hESC	chr11	-	5000000.0	10000000	1377	1.2123332001105498
FS201_nucl	hESC	chr11	-	60000000.0	65000000	1651	1.4535672573584004
FS201_nucl	hESC	chr11	-	65000000.0	70000000	1766	1.5548151281011116
FS201_nucl	hESC	chr11	-	70000000.0	75000000	1494	1.3153419033879166
FS201_nucl	hESC	chr11	-	75000000.0	80000000	1367	1.2035290374372702
FS201_nucl	hESC	chr11	-	115000000.0	120000000	1480	1.3030160756453255
FS201_nucl	hESC	chr11	-	120000000.0	125000000	1399	1.231702357991764
FS201_nucl	hESC	chr11	-	130000000.0	135000000	1472	1.2959727455067023
FS201_nucl	hESC	chr12	+	0.0	5000000	1471	1.2950923292393743
FS201_nucl	hESC	chr12	+	5000000.0	10000000	1379	1.2140940326452054
FS201_nucl	hESC	chr12	+	45000000.0	50000000	1374	1.2096919513085658
FS201_nucl	hESC	chr12	+	50000000.0	55000000	1627	1.4324372669425303
FS201_nucl	hESC	chr12	+	105000000.0	110000000	1409	1.2405065206650432
FS201_nucl	hESC	chr12	+	110000000.0	115000000	1679	1.478218912843582
FS201_nucl	hESC	chr12	+	115000000.0	120000000	1434	1.262516927348241
FS201_nucl	hESC	chr12	+	120000000.0	125000000	1804	1.5882709462595725
FS201_nucl	hESC	chr12	+	130000000.0	133275309	1052	1.4139092116636547
FS201_nucl	hESC	chr12	-	0.0	5000000	1533	1.3496781378137057
FS201_nucl	hESC	chr12	-	45000000.0	50000000	1370	1.206170286239254
FS201_nucl	hESC	chr12	-	50000000.0	55000000	1682	1.4808601616455659
FS201_nucl	hESC	chr12	-	55000000.0	60000000	1370	1.206170286239254
FS201_nucl	hESC	chr12	-	105000000.0	110000000	1381	1.2158548651798613
FS201_nucl	hESC	chr12	-	110000000.0	115000000	1632	1.43683934827917
FS201_nucl	hESC	chr12	-	115000000.0	120000000	1368	1.2044094537045982
FS201_nucl	hESC	chr12	-	120000000.0	125000000	1742	1.5336851376852414
FS201_nucl	hESC	chr12	-	130000000.0	133275309	990	1.3305799615465952
FS201_nucl	hESC	chr13	+	25000000.0	30000000	1370	1.206170286239254
FS201_nucl	hESC	chr13	+	110000000.0	114364328	1264	1.2749341501171478
FS201_nucl	hESC	chr13	-	110000000.0	114364328	1190	1.2002940179109225
FS201_nucl	hESC	chr14	+	20000000.0	25000000	1400	1.2325827742590918
FS201_nucl	hESC	chr14	+	60000000.0	65000000	1365	1.2017682049026146
FS201_nucl	hESC	chr14	+	70000000.0	75000000	1418	1.2484302670709944
FS201_nucl	hESC	chr14	+	90000000.0	95000000	1521	1.3391131426057705
FS201_nucl	hESC	chr14	+	95000000.0	100000000	1373	1.2088115350412378
FS201_nucl	hESC	chr14	+	100000000.0	105000000	1720	1.514315979804027
FS201_nucl	hESC	chr14	-	20000000.0	25000000	1384	1.218496113981845
FS201_nucl	hESC	chr14	-	65000000.0	70000000	1528	1.3452760564770658
FS201_nucl	hESC	chr14	-	70000000.0	75000000	1474	1.2977335780413581
FS201_nucl	hESC	chr14	-	90000000.0	95000000	1367	1.2035290374372702
FS201_nucl	hESC	chr14	-	95000000.0	100000000	1412	1.2431477694670268
FS201_nucl	hESC	chr14	-	100000000.0	105000000	1709	1.50463140086342
FS201_nucl	hESC	chr15	+	40000000.0	45000000	1512	1.3311893961998191
FS201_nucl	hESC	chr15	+	60000000.0	65000000	1376	1.2114527838432216
FS201_nucl	hESC	chr15	+	65000000.0	70000000	1524	1.341754391407754
FS201_nucl	hESC	chr15	+	70000000.0	75000000	1466	1.290690247902735
FS201_nucl	hESC	chr15	+	75000000.0	80000000	1439	1.2669190086848807
FS201_nucl	hESC	chr15	-	40000000.0	45000000	1517	1.3355914775364588
FS201_nucl	hESC	chr15	-	60000000.0	65000000	1411	1.2422673531996988
FS201_nucl	hESC	chr15	-	65000000.0	70000000	1583	1.3936989511801017
FS201_nucl	hESC	chr15	-	70000000.0	75000000	1540	1.355841051685001
FS201_nucl	hESC	chr15	-	75000000.0	80000000	1616	1.422752688001923
FS201_nucl	hESC	chr15	-	90000000.0	95000000	1367	1.2035290374372702
FS201_nucl	hESC	chr16	+	0.0	5000000	1999	1.7599521183885176
FS201_nucl	hESC	chr16	+	5000000.0	10000000	1399	1.231702357991764
FS201_nucl	hESC	chr16	+	10000000.0	15000000	1432	1.2607560948135854
FS201_nucl	hESC	chr16	+	25000000.0	30000000	1419	1.2493106833383223
FS201_nucl	hESC	chr16	+	55000000.0	60000000	1365	1.2017682049026146
FS201_nucl	hESC	chr16	+	65000000.0	70000000	1586	1.3963401999820855
FS201_nucl	hESC	chr16	+	70000000.0	75000000	1370	1.206170286239254
FS201_nucl	hESC	chr16	+	80000000.0	85000000	1379	1.2140940326452054
FS201_nucl	hESC	chr16	+	85000000.0	90000000	1728	1.5213593099426503
FS201_nucl	hESC	chr16	-	0.0	5000000	1924	1.6939208983389231
FS201_nucl	hESC	chr16	-	5000000.0	10000000	1383	1.2176156977145172
FS201_nucl	hESC	chr16	-	10000000.0	15000000	1457	1.2827665014967833
FS201_nucl	hESC	chr16	-	55000000.0	60000000	1408	1.2396261043977153
FS201_nucl	hESC	chr16	-	65000000.0	70000000	1578	1.389296869843462
FS201_nucl	hESC	chr16	-	80000000.0	85000000	1450	1.276603587625488
FS201_nucl	hESC	chr16	-	85000000.0	90000000	1757	1.5468913816951602
FS201_nucl	hESC	chr17	+	0.0	5000000	1764	1.5530542955664557
FS201_nucl	hESC	chr17	+	5000000.0	10000000	1656	1.4579693386950399
FS201_nucl	hESC	chr17	+	30000000.0	35000000	1384	1.218496113981845
FS201_nucl	hESC	chr17	+	35000000.0	40000000	1426	1.2554735972096178
FS201_nucl	hESC	chr17	+	40000000.0	45000000	1691	1.4887839080515173
FS201_nucl	hESC	chr17	+	45000000.0	50000000	1502	1.3223852335265398
FS201_nucl	hESC	chr17	+	55000000.0	60000000	1435	1.263397343615569
FS201_nucl	hESC	chr17	+	65000000.0	70000000	1405	1.2369848555957315
FS201_nucl	hESC	chr17	+	70000000.0	75000000	1484	1.3065377407146372
FS201_nucl	hESC	chr17	+	75000000.0	80000000	1854	1.6322917596259687
FS201_nucl	hESC	chr17	+	80000000.0	83257441	1215	1.6419418875175729
FS201_nucl	hESC	chr17	-	0.0	5000000	1691	1.4887839080515173
FS201_nucl	hESC	chr17	-	5000000.0	10000000	1654	1.4562085061603842
FS201_nucl	hESC	chr17	-	30000000.0	35000000	1482	1.3047769081799814
FS201_nucl	hESC	chr17	-	35000000.0	40000000	1440	1.2677994249522087
FS201_nucl	hESC	chr17	-	40000000.0	45000000	1736	1.5284026400812738
FS201_nucl	hESC	chr17	-	45000000.0	50000000	1435	1.263397343615569
FS201_nucl	hESC	chr17	-	55000000.0	60000000	1471	1.2950923292393743
FS201_nucl	hESC	chr17	-	60000000.0	65000000	1375	1.2105723675758937
FS201_nucl	hESC	chr17	-	65000000.0	70000000	1381	1.2158548651798613
FS201_nucl	hESC	chr17	-	75000000.0	80000000	1859	1.6366938409626082
FS201_nucl	hESC	chr17	-	80000000.0	83257441	1207	1.6311307475174572
FS201_nucl	hESC	chr18	+	45000000.0	50000000	1429	1.2581148460116016
FS201_nucl	hESC	chr18	-	45000000.0	50000000	1381	1.2158548651798613
FS201_nucl	hESC	chr19	+	0.0	5000000	2056	1.810135845626209
FS201_nucl	hESC	chr19	+	5000000.0	10000000	1832	1.6129226017447544
FS201_nucl	hESC	chr19	+	10000000.0	15000000	1853	1.6314113433586408
FS201_nucl	hESC	chr19	+	15000000.0	20000000	1927	1.696562147140907
FS201_nucl	hESC	chr19	+	30000000.0	35000000	1473	1.2968531617740302
FS201_nucl	hESC	chr19	+	35000000.0	40000000	1693	1.4905447405861731
FS201_nucl	hESC	chr19	+	40000000.0	45000000	1602	1.4104268602593322
FS201_nucl	hESC	chr19	+	45000000.0	50000000	1863	1.6402155060319201
FS201_nucl	hESC	chr19	+	50000000.0	55000000	1541	1.356721467952329
FS201_nucl	hESC	chr19	+	55000000.0	58617616	1124	1.36773483486996
FS201_nucl	hESC	chr19	-	0.0	5000000	2120	1.8664824867351961
FS201_nucl	hESC	chr19	-	5000000.0	10000000	1715	1.5099138984673874
FS201_nucl	hESC	chr19	-	10000000.0	15000000	1871	1.6472588361705434
FS201_nucl	hESC	chr19	-	15000000.0	20000000	1905	1.6771929892596926
FS201_nucl	hESC	chr19	-	30000000.0	35000000	1508	1.3276677311305074
FS201_nucl	hESC	chr19	-	35000000.0	40000000	1643	1.4465239272197772
FS201_nucl	hESC	chr19	-	40000000.0	45000000	1549	1.3637647980909522
FS201_nucl	hESC	chr19	-	45000000.0	50000000	2013	1.7722779461311082
FS201_nucl	hESC	chr19	-	50000000.0	55000000	1513	1.332069812467147
FS201_nucl	hESC	chr19	-	55000000.0	58617616	1214	1.4772509693346367
FS201_nucl	hESC	chr2	+	25000000.0	30000000	1462	1.287168582833423
FS201_nucl	hESC	chr2	+	70000000.0	75000000	1462	1.287168582833423
FS201_nucl	hESC	chr2	+	215000000.0	220000000	1464	1.2889294153680788
FS201_nucl	hESC	chr2	+	230000000.0	235000000	1574	1.3857752047741503
FS201_nucl	hESC	chr2	+	235000000.0	240000000	1530	1.3470368890117217
FS201_nucl	hESC	chr2	+	240000000.0	242193529	713	1.4308832903618072
FS201_nucl	hESC	chr2	-	25000000.0	30000000	1517	1.3355914775364588
FS201_nucl	hESC	chr2	-	70000000.0	75000000	1376	1.2114527838432216
FS201_nucl	hESC	chr2	-	215000000.0	220000000	1467	1.2915706641700626
FS201_nucl	hESC	chr2	-	230000000.0	235000000	1443	1.2704406737541927
FS201_nucl	hESC	chr2	-	235000000.0	240000000	1601	1.4095464439920042
FS201_nucl	hESC	chr2	-	240000000.0	242193529	695	1.3947600095392088
FS201_nucl	hESC	chr20	+	0.0	5000000	1532	1.3487977215463778
FS201_nucl	hESC	chr20	+	30000000.0	35000000	1400	1.2325827742590918
FS201_nucl	hESC	chr20	+	35000000.0	40000000	1529	1.3461564727443938
FS201_nucl	hESC	chr20	+	45000000.0	50000000	1569	1.3813731234375106
FS201_nucl	hESC	chr20	+	50000000.0	55000000	1427	1.2563540134769458
FS201_nucl	hESC	chr20	+	60000000.0	64444167	1405	1.3916948390955284
FS201_nucl	hESC	chr20	-	0.0	5000000	1587	1.3972206162494134
FS201_nucl	hESC	chr20	-	30000000.0	35000000	1390	1.2237786115858125
FS201_nucl	hESC	chr20	-	35000000.0	40000000	1659	1.4606105874970237
FS201_nucl	hESC	chr20	-	45000000.0	50000000	1566	1.378731874635527
FS201_nucl	hESC	chr20	-	50000000.0	55000000	1409	1.2405065206650432
FS201_nucl	hESC	chr20	-	60000000.0	64444167	1441	1.4273539239406807
FS201_nucl	hESC	chr21	+	40000000.0	45000000	1414	1.2449086020016826
FS201_nucl	hESC	chr21	+	45000000.0	46709983	558	1.4364829275173523
FS201_nucl	hESC	chr21	-	35000000.0	40000000	1387	1.221137362783829
FS201_nucl	hESC	chr21	-	45000000.0	46709983	551	1.418462532369285
FS201_nucl	hESC	chr22	+	20000000.0	25000000	1502	1.3223852335265398
FS201_nucl	hESC	chr22	+	25000000.0	30000000	1547	1.3620039655562963
FS201_nucl	hESC	chr22	+	30000000.0	35000000	1468	1.2924510804373905
FS201_nucl	hESC	chr22	+	35000000.0	40000000	1849	1.627889678289329
FS201_nucl	hESC	chr22	+	40000000.0	45000000	1783	1.5697822046456862
FS201_nucl	hESC	chr22	+	45000000.0	50000000	1702	1.4984684869921243
FS201_nucl	hESC	chr22	+	50000000.0	50818468	304	1.6350458739235285
FS201_nucl	hESC	chr22	-	20000000.0	25000000	1390	1.2237786115858125
FS201_nucl	hESC	chr22	-	25000000.0	30000000	1522	1.3399935588730985
FS201_nucl	hESC	chr22	-	30000000.0	35000000	1532	1.3487977215463778
FS201_nucl	hESC	chr22	-	35000000.0	40000000	1756	1.5460109654278325
FS201_nucl	hESC	chr22	-	40000000.0	45000000	1741	1.5328047214179135
FS201_nucl	hESC	chr22	-	45000000.0	50000000	1524	1.341754391407754
FS201_nucl	hESC	chr22	-	50000000.0	50818468	292	1.570504589426547
FS201_nucl	hESC	chr3	+	10000000.0	15000000	1579	1.39017728611079
FS201_nucl	hESC	chr3	+	40000000.0	45000000	1395	1.2281806929224521
FS201_nucl	hESC	chr3	+	45000000.0	50000000	1691	1.4887839080515173
FS201_nucl	hESC	chr3	+	50000000.0	55000000	1454	1.2801252526947997
FS201_nucl	hESC	chr3	+	125000000.0	130000000	1521	1.3391131426057705
FS201_nucl	hESC	chr3	+	195000000.0	198295559	916	1.2235576739369212
FS201_nucl	hESC	chr3	-	10000000.0	15000000	1530	1.3470368890117217
FS201_nucl	hESC	chr3	-	45000000.0	50000000	1666	1.4667735013683194
FS201_nucl	hESC	chr3	-	50000000.0	55000000	1573	1.3848947885068223
FS201_nucl	hESC	chr3	-	125000000.0	130000000	1617	1.423633104269251
FS201_nucl	hESC	chr4	+	0.0	5000000	1628	1.4333176832098582
FS201_nucl	hESC	chr4	+	5000000.0	10000000	1447	1.2739623388235042
FS201_nucl	hESC	chr4	-	0.0	5000000	1703	1.4993489032594522
FS201_nucl	hESC	chr4	-	5000000.0	10000000	1490	1.3118202383186048
FS201_nucl	hESC	chr5	+	0.0	5000000	1365	1.2017682049026146
FS201_nucl	hESC	chr5	+	135000000.0	140000000	1434	1.262516927348241
FS201_nucl	hESC	chr5	+	170000000.0	175000000	1462	1.287168582833423
FS201_nucl	hESC	chr5	+	175000000.0	180000000	1476	1.299494410576014
FS201_nucl	hESC	chr5	-	135000000.0	140000000	1395	1.2281806929224521
FS201_nucl	hESC	chr5	-	150000000.0	155000000	1418	1.2484302670709944
FS201_nucl	hESC	chr5	-	170000000.0	175000000	1414	1.2449086020016826
FS201_nucl	hESC	chr5	-	175000000.0	180000000	1500	1.320624400991884
FS201_nucl	hESC	chr5	-	180000000.0	181538259	420	1.2019264385182455
FS201_nucl	hESC	chr6	+	30000000.0	35000000	1636	1.4403610133484814
FS201_nucl	hESC	chr6	+	35000000.0	40000000	1531	1.3479173052790498
FS201_nucl	hESC	chr6	+	40000000.0	45000000	1524	1.341754391407754
FS201_nucl	hESC	chr6	+	155000000.0	160000000	1410	1.2413869369323711
FS201_nucl	hESC	chr6	-	30000000.0	35000000	1577	1.3884164535761343
FS201_nucl	hESC	chr6	-	35000000.0	40000000	1519	1.3373523100711147
FS201_nucl	hESC	chr6	-	40000000.0	45000000	1584	1.3945793674474296
FS201_nucl	hESC	chr6	-	155000000.0	160000000	1365	1.2017682049026146
FS201_nucl	hESC	chr7	+	0.0	5000000	1737	1.5292830563486017
FS201_nucl	hESC	chr7	+	70000000.0	75000000	1459	1.2845273340314391
FS201_nucl	hESC	chr7	+	100000000.0	105000000	1399	1.231702357991764
FS201_nucl	hESC	chr7	+	155000000.0	159345973	1250	1.266138024971512
FS201_nucl	hESC	chr7	-	0.0	5000000	1741	1.5328047214179135
FS201_nucl	hESC	chr7	-	70000000.0	75000000	1447	1.2739623388235042
FS201_nucl	hESC	chr7	-	100000000.0	105000000	1403	1.2352240230610756
FS201_nucl	hESC	chr7	-	155000000.0	159345973	1273	1.2894349646309877
FS201_nucl	hESC	chr8	+	20000000.0	25000000	1460	1.285407750298767
FS201_nucl	hESC	chr8	+	140000000.0	145000000	1778	1.5653801233090467
FS201_nucl	hESC	chr8	-	25000000.0	30000000	1412	1.2431477694670268
FS201_nucl	hESC	chr8	-	140000000.0	145000000	1760	1.549532630497144
FS201_nucl	hESC	chr9	+	90000000.0	95000000	1372	1.20793111877391
FS201_nucl	hESC	chr9	+	95000000.0	100000000	1422	1.251951932140306
FS201_nucl	hESC	chr9	+	120000000.0	125000000	1537	1.3531998028830172
FS201_nucl	hESC	chr9	+	125000000.0	130000000	1764	1.5530542955664557
FS201_nucl	hESC	chr9	+	130000000.0	135000000	1824	1.605879271606131
FS201_nucl	hESC	chr9	+	135000000.0	138394717	1186	1.5379392347740863
FS201_nucl	hESC	chr9	-	120000000.0	125000000	1479	1.3021356593779976
FS201_nucl	hESC	chr9	-	125000000.0	130000000	1789	1.5750647022496538
FS201_nucl	hESC	chr9	-	130000000.0	135000000	1811	1.594433860130868
FS201_nucl	hESC	chr9	-	135000000.0	138394717	1156	1.4990368932536624
FS203_nucl	HEK293T	chr1	+	25000000.0	30000000	1073	1.270374840674211
FS203_nucl	HEK293T	chr1	+	30000000.0	35000000	1359	1.608983605290077
FS203_nucl	HEK293T	chr1	+	35000000.0	40000000	1061	1.2561674799210978
FS203_nucl	HEK293T	chr1	+	40000000.0	45000000	1129	1.336675857522073
FS203_nucl	HEK293T	chr1	+	50000000.0	55000000	1183	1.4006089809110827
FS203_nucl	HEK293T	chr1	+	55000000.0	60000000	1210	1.4325755426055875
FS203_nucl	HEK293T	chr1	+	60000000.0	65000000	1284	1.5201876005831192
FS203_nucl	HEK293T	chr1	+	65000000.0	70000000	1158	1.3710103126754298
FS203_nucl	HEK293T	chr1	+	75000000.0	80000000	1156	1.3686424192165778
FS203_nucl	HEK293T	chr1	+	80000000.0	85000000	1029	1.2182811845794623
FS203_nucl	HEK293T	chr1	+	85000000.0	90000000	1231	1.4574384239235356
FS203_nucl	HEK293T	chr1	+	90000000.0	95000000	1193	1.4124484482053437
FS203_nucl	HEK293T	chr1	+	95000000.0	100000000	1033	1.2230169714971668
FS203_nucl	HEK293T	chr1	+	105000000.0	110000000	1110	1.3141808696629769
FS203_nucl	HEK293T	chr1	+	110000000.0	115000000	1282	1.517819707124267
FS203_nucl	HEK293T	chr1	+	115000000.0	120000000	1216	1.439679222982144
FS203_nucl	HEK293T	chr1	+	150000000.0	155000000	1364	1.6149033389372076
FS203_nucl	HEK293T	chr1	+	155000000.0	160000000	1294	1.5320270678773802
FS203_nucl	HEK293T	chr1	+	160000000.0	165000000	1212	1.4349434360644397
FS203_nucl	HEK293T	chr1	+	165000000.0	170000000	1105	1.3082611360158463
FS203_nucl	HEK293T	chr1	+	170000000.0	175000000	1127	1.3343079640632207
FS203_nucl	HEK293T	chr1	+	175000000.0	180000000	1101	1.303525349098142
FS203_nucl	HEK293T	chr1	+	180000000.0	185000000	1238	1.4657260510295183
FS203_nucl	HEK293T	chr1	+	200000000.0	205000000	1363	1.6137193922077815
FS203_nucl	HEK293T	chr1	+	205000000.0	210000000	1185	1.4029768743699347
FS203_nucl	HEK293T	chr1	+	210000000.0	215000000	1154	1.3662745257577256
FS203_nucl	HEK293T	chr1	+	220000000.0	225000000	1306	1.5462344286304934
FS203_nucl	HEK293T	chr1	+	225000000.0	230000000	1984	2.348950311181393
FS203_nucl	HEK293T	chr1	+	230000000.0	235000000	1747	2.0683549363074056
FS203_nucl	HEK293T	chr1	+	235000000.0	240000000	1492	1.766448520303749
FS203_nucl	HEK293T	chr1	+	240000000.0	245000000	1467	1.7368498520680964
FS203_nucl	HEK293T	chr1	-	25000000.0	30000000	1115	1.3201006033101075
FS203_nucl	HEK293T	chr1	-	30000000.0	35000000	1330	1.5746491501367201
FS203_nucl	HEK293T	chr1	-	35000000.0	40000000	1185	1.4029768743699347
FS203_nucl	HEK293T	chr1	-	40000000.0	45000000	1167	1.381665833240265
FS203_nucl	HEK293T	chr1	-	50000000.0	55000000	1175	1.3911374070756737
FS203_nucl	HEK293T	chr1	-	55000000.0	60000000	1138	1.3473313780869078
FS203_nucl	HEK293T	chr1	-	60000000.0	65000000	1257	1.4882210388886143
