Sample	Chromosome	Strand	Start	End	Count
dsF	chr2	-	36000000	36500000	1915558
dsF	chr2	-	36500000	37000000	1840154
dsF	chr2	-	37000000	37500000	1815969
dsF	chr2	-	37500000	38000000	2008176
dsF	chr2	-	38000000	38500000	1861201
dsF	chr2	-	38500000	39000000	1852574
dsF	chr2	-	39000000	39500000	1899542
dsF	chr2	-	39500000	40000000	1920037
dsF	chr2	-	40000000	40500000	1912988
dsF	chr2	-	40500000	41000000	1951072
dsF	chr2	-	41000000	41500000	1907336
dsF	chr2	-	41500000	42000000	1937699
dsF	chr2	-	42000000	42500000	1866356
dsF	chr2	-	42500000	43000000	1806435
dsF	chr2	-	43000000	43500000	1864877
dsF	chr2	-	43500000	44000000	1872071
dsF	chr2	-	44000000	44500000	1787555
dsF	chr2	-	44500000	45000000	1868075
dsF	chr2	-	45000000	45500000	1903972
dsF	chr2	-	45500000	46000000	1920997
dsF	chr2	-	46000000	46500000	1901820
dsF	chr2	-	46500000	47000000	1920561
dsF	chr2	-	47000000	47500000	1837354
dsF	chr2	-	47500000	48000000	1763264
dsF	chr2	-	48000000	48500000	1860215
dsF	chr2	-	48500000	49000000	1845397
dsF	chr2	-	49000000	49500000	1951856
dsF	chr2	-	49500000	50000000	1954885
dsF	chr2	-	50000000	50500000	1901757
dsF	chr2	-	50500000	51000000	1976586
dsF	chr2	-	51000000	51500000	1983808
dsF	chr2	-	51500000	52000000	1903433
dsF	chr2	-	52000000	52500000	1995951
dsF	chr2	-	52500000	53000000	1785108
dsF	chr2	-	53000000	53500000	1933262
dsF	chr2	-	53500000	54000000	1866706
dsF	chr2	-	54000000	54500000	1922359
dsF	chr2	-	54500000	55000000	1928971
dsF	chr2	-	55000000	55500000	1820416
dsF	chr2	-	55500000	56000000	1908145
dsF	chr2	-	56000000	56500000	1914785
dsF	chr2	-	56500000	57000000	1888872
dsF	chr2	-	57000000	57500000	1927500
dsF	chr2	-	57500000	58000000	1977529
dsF	chr2	-	58000000	58500000	1925304
dsF	chr2	-	58500000	59000000	1915490
dsF	chr2	-	59000000	59500000	1909539
dsF	chr2	-	59500000	60000000	1881852
dsF	chr2	-	60000000	60500000	1885494
dsF	chr2	-	60500000	61000000	1850593
dsF	chr2	-	61000000	61500000	1823988
dsF	chr2	-	61500000	62000000	1753364
dsF	chr2	-	62000000	62500000	1784437
dsF	chr2	-	62500000	63000000	1854255
dsF	chr2	-	63000000	63500000	1902792
dsF	chr2	-	63500000	64000000	1922180
dsF	chr2	-	64000000	64500000	1965648
dsF	chr2	-	64500000	65000000	1955082
dsF	chr2	-	65000000	65500000	1786454
dsF	chr2	-	65500000	66000000	1898871
dsF	chr2	-	66000000	66500000	1879051
dsF	chr2	-	66500000	67000000	1918781
dsF	chr2	-	67000000	67500000	1890089
dsF	chr2	-	67500000	68000000	1930709
dsF	chr2	-	68000000	68500000	1910936
dsF	chr2	-	68500000	69000000	1968501
dsF	chr2	-	69000000	69500000	1929939
dsF	chr2	-	69500000	70000000	1843306
dsF	chr2	-	70000000	70500000	1856332
dsF	chr2	-	70500000	71000000	1906873
dsF	chr2	-	71000000	71500000	1870689
dsF	chr2	-	71500000	72000000	1948073
dsF	chr2	-	72000000	72500000	1935623
dsF	chr2	-	72500000	73000000	1890522
dsF	chr2	-	73000000	73500000	1891732
dsF	chr2	-	73500000	74000000	1839481
dsF	chr2	-	74000000	74500000	1916816
dsF	chr2	-	74500000	75000000	1998026
dsF	chr2	-	75000000	75500000	1935018
dsF	chr2	-	75500000	76000000	1943291
dsF	chr2	-	76000000	76500000	1924599
dsF	chr2	-	76500000	77000000	1925059
dsF	chr2	-	77000000	77500000	1906915
dsF	chr2	-	77500000	78000000	1864961
dsF	chr2	-	78000000	78500000	1901065
dsF	chr2	-	78500000	79000000	1910253
dsF	chr2	-	79000000	79500000	1952843
dsF	chr2	-	79500000	80000000	1897876
dsF	chr2	-	80000000	80500000	1904381
dsF	chr2	-	80500000	81000000	1930013
dsF	chr2	-	81000000	81500000	1926406
dsF	chr2	-	81500000	82000000	1896633
dsF	chr2	-	82000000	82500000	1876331
dsF	chr2	-	82500000	83000000	1880221
dsF	chr2	-	83000000	83500000	1850307
dsF	chr2	-	83500000	84000000	1954618
dsF	chr2	-	84000000	84500000	1971060
dsF	chr2	-	84500000	85000000	1909374
dsF	chr2	-	85000000	85500000	1847192
dsF	chr2	-	85500000	86000000	1891631
dsF	chr2	-	86000000	86500000	1882980
dsF	chr2	-	86500000	87000000	1797429
dsF	chr2	-	87000000	87500000	1947687
dsF	chr2	-	87500000	88000000	1792009
dsF	chr2	-	88000000	88500000	1869474
dsF	chr2	-	88500000	89000000	1898197
dsF	chr2	-	89000000	89500000	1114323
dsF	chr2	-	89500000	90000000	1568307
dsF	chr2	-	90000000	90500000	2468835
dsF	chr2	-	90500000	91000000	0
dsF	chr2	-	91000000	91500000	684014
dsF	chr2	-	91500000	92000000	2414105
dsF	chr2	-	92000000	92500000	1846321
dsF	chr2	-	92500000	93000000	1690564
dsF	chr2	-	93000000	93500000	1125924
dsF	chr2	-	93500000	94000000	1036167
dsF	chr2	-	94000000	94500000	1180335
dsF	chr2	-	94500000	95000000	1856778
dsF	chr2	-	95000000	95500000	1946725
dsF	chr2	-	95500000	96000000	2033353
dsF	chr2	-	96000000	96500000	1866903
dsF	chr2	-	96500000	97000000	1875857
dsF	chr2	-	97000000	97500000	1863758
dsF	chr2	-	97500000	98000000	1780092
dsF	chr2	-	98000000	98500000	1915745
dsF	chr2	-	98500000	99000000	1877756
dsF	chr2	-	99000000	99500000	1840541
dsF	chr2	-	99500000	100000000	1827424
dsF	chr2	-	100000000	100500000	1850199
dsF	chr2	-	100500000	101000000	1822315
dsF	chr2	-	101000000	101500000	1822022
dsF	chr2	-	101500000	102000000	1927068
dsF	chr2	-	102000000	102500000	2022350
dsF	chr2	-	102500000	103000000	1900837
dsF	chr2	-	103000000	103500000	1924676
dsF	chr2	-	103500000	104000000	1903905
dsF	chr2	-	104000000	104500000	1939999
dsF	chr2	-	104500000	105000000	1867634
dsF	chr2	-	105000000	105500000	1887748
dsF	chr2	-	105500000	106000000	1878918
dsF	chr2	-	106000000	106500000	1842703
dsF	chr2	-	106500000	107000000	1884236
dsF	chr2	-	107000000	107500000	1896891
dsF	chr2	-	107500000	108000000	1842690
dsF	chr2	-	108000000	108500000	1906410
dsF	chr2	-	108500000	109000000	1859299
dsF	chr2	-	109000000	109500000	1864009
dsF	chr2	-	109500000	110000000	1615426
dsF	chr2	-	110000000	110500000	1723788
dsF	chr2	-	110500000	111000000	1933123
dsF	chr2	-	111000000	111500000	1932345
dsF	chr2	-	111500000	112000000	1843958
dsF	chr2	-	112000000	112500000	1858299
dsF	chr2	-	112500000	113000000	1968726
dsF	chr2	-	113000000	113500000	1910074
dsF	chr2	-	113500000	114000000	1914231
dsF	chr2	-	114000000	114500000	1960212
dsF	chr2	-	114500000	115000000	1975380
dsF	chr2	-	115000000	115500000	1967173
dsF	chr2	-	115500000	116000000	1907214
dsF	chr2	-	116000000	116500000	1914054
dsF	chr2	-	116500000	117000000	1881581
dsF	chr2	-	117000000	117500000	1897260
dsF	chr2	-	117500000	118000000	1868494
dsF	chr2	-	118000000	118500000	1934748
dsF	chr2	-	118500000	119000000	1923655
dsF	chr2	-	119000000	119500000	1847880
dsF	chr2	-	119500000	120000000	1866692
dsF	chr2	-	120000000	120500000	1937619
dsF	chr2	-	120500000	121000000	1916344
dsF	chr2	-	121000000	121500000	1824352
dsF	chr2	-	121500000	122000000	1849693
dsF	chr2	-	122000000	122500000	1935634
dsF	chr2	-	122500000	123000000	1890638
dsF	chr2	-	123000000	123500000	1875537
dsF	chr2	-	123500000	124000000	1900822
dsF	chr2	-	124000000	124500000	1925049
dsF	chr2	-	124500000	125000000	1898267
dsF	chr2	-	125000000	125500000	1900630
dsF	chr2	-	125500000	126000000	1915947
dsF	chr2	-	126000000	126500000	1864024
dsF	chr2	-	126500000	127000000	1918227
dsF	chr2	-	127000000	127500000	1846400
dsF	chr2	-	127500000	128000000	1791736
dsF	chr2	-	128000000	128500000	1839048
dsF	chr2	-	128500000	129000000	1825842
dsF	chr2	-	129000000	129500000	1854011
dsF	chr2	-	129500000	130000000	1866693
dsF	chr2	-	130000000	130500000	1732826
dsF	chr2	-	130500000	131000000	1868992
dsF	chr2	-	131000000	131500000	1739397
dsF	chr2	-	131500000	132000000	1775964
dsF	chr2	-	132000000	132500000	1922065
dsF	chr2	-	132500000	133000000	1908240
dsF	chr2	-	133000000	133500000	1911492
dsF	chr2	-	133500000	134000000	1857904
dsF	chr2	-	134000000	134500000	1885904
dsF	chr2	-	134500000	135000000	1827594
dsF	chr2	-	135000000	135500000	1786967
dsF	chr2	-	135500000	136000000	1842443
dsF	chr2	-	136000000	136500000	1955969
dsF	chr2	-	136500000	137000000	1946230
dsF	chr2	-	137000000	137500000	1918442
dsF	chr2	-	137500000	138000000	1878816
dsF	chr2	-	138000000	138500000	1958815
dsF	chr2	-	138500000	139000000	1918246
dsF	chr2	-	139000000	139500000	1943575
dsF	chr2	-	139500000	140000000	1911899
dsF	chr2	-	140000000	140500000	1984428
dsF	chr2	-	140500000	141000000	1921707
dsF	chr2	-	141000000	141500000	1922439
dsF	chr2	-	141500000	142000000	1981830
dsF	chr2	-	142000000	142500000	1972597
dsF	chr2	-	142500000	143000000	2012947
dsF	chr2	-	143000000	143500000	1998414
dsF	chr2	-	143500000	144000000	1914297
dsF	chr2	-	144000000	144500000	1983508
dsF	chr2	-	144500000	145000000	1953235
dsF	chr2	-	145000000	145500000	1976818
dsF	chr2	-	145500000	146000000	1979681
dsF	chr2	-	146000000	146500000	1956866
dsF	chr2	-	146500000	147000000	1959589
dsF	chr2	-	147000000	147500000	1942802
dsF	chr2	-	147500000	148000000	1933287
dsF	chr2	-	148000000	148500000	1939336
dsF	chr2	-	148500000	149000000	1928686
dsF	chr2	-	149000000	149500000	1888135
dsF	chr2	-	149500000	150000000	1874324
dsF	chr2	-	150000000	150500000	1928218
dsF	chr2	-	150500000	151000000	1883953
dsF	chr2	-	151000000	151500000	1819908
dsF	chr2	-	151500000	152000000	1865922
dsF	chr2	-	152000000	152500000	1801646
dsF	chr2	-	152500000	153000000	1840669
dsF	chr2	-	153000000	153500000	1941008
dsF	chr2	-	153500000	154000000	1936412
dsF	chr2	-	154000000	154500000	1968548
dsF	chr2	-	154500000	155000000	1953227
dsF	chr2	-	155000000	155500000	1959270
dsF	chr2	-	155500000	156000000	1907693
dsF	chr2	-	156000000	156500000	1952408
dsF	chr2	-	156500000	157000000	1991489
dsF	chr2	-	157000000	157500000	1995316
dsF	chr2	-	157500000	158000000	1908412
dsF	chr2	-	158000000	158500000	1927259
dsF	chr2	-	158500000	159000000	1895995
dsF	chr2	-	159000000	159500000	1841312
dsF	chr2	-	159500000	160000000	1914300
dsF	chr2	-	160000000	160500000	1898867
dsF	chr2	-	160500000	161000000	1928036
dsF	chr2	-	161000000	161500000	2098375
dsF	chr2	-	161500000	162000000	1996947
dsF	chr2	-	162000000	162500000	2051424
dsF	chr2	-	162500000	163000000	1975006
dsF	chr2	-	163000000	163500000	1919992
dsF	chr2	-	163500000	164000000	1926880
dsF	chr2	-	164000000	164500000	1869072
dsF	chr2	-	164500000	165000000	1873683
dsF	chr2	-	165000000	165500000	1951728
dsF	chr2	-	165500000	166000000	1914715
dsF	chr2	-	166000000	166500000	1927629
dsF	chr2	-	166500000	167000000	1897167
dsF	chr2	-	167000000	167500000	1917818
dsF	chr2	-	167500000	168000000	1954000
dsF	chr2	-	168000000	168500000	1923095
dsF	chr2	-	168500000	169000000	1876824
dsF	chr2	-	169000000	169500000	1930986
dsF	chr2	-	169500000	170000000	1862389
dsF	chr2	-	170000000	170500000	1908998
dsF	chr2	-	170500000	171000000	1822991
dsF	chr2	-	171000000	171500000	1880158
dsF	chr2	-	171500000	172000000	1869659
dsF	chr2	-	172000000	172500000	1841405
dsF	chr2	-	172500000	173000000	1911556
dsF	chr2	-	173000000	173500000	1898794
dsF	chr2	-	173500000	174000000	1912888
dsF	chr2	-	174000000	174500000	1884154
dsF	chr2	-	174500000	175000000	1908034
dsF	chr2	-	175000000	175500000	1914997
dsF	chr2	-	175500000	176000000	1933965
dsF	chr2	-	176000000	176500000	1863080
dsF	chr2	-	176500000	177000000	1936779
dsF	chr2	-	177000000	177500000	1939907
dsF	chr2	-	177500000	178000000	1961474
dsF	chr2	-	178000000	178500000	1940492
dsF	chr2	-	178500000	179000000	1999763
dsF	chr2	-	179000000	179500000	1837418
dsF	chr2	-	179500000	180000000	1946717
dsF	chr2	-	180000000	180500000	1960867
dsF	chr2	-	180500000	181000000	2009475
dsF	chr2	-	181000000	181500000	2018834
dsF	chr2	-	181500000	182000000	2034325
dsF	chr2	-	182000000	182500000	1992703
dsF	chr2	-	182500000	183000000	1900290
dsF	chr2	-	183000000	183500000	1909011
dsF	chr2	-	183500000	184000000	1928803
dsF	chr2	-	184000000	184500000	1907376
dsF	chr2	-	184500000	185000000	2016787
dsF	chr2	-	185000000	185500000	1917752
dsF	chr2	-	185500000	186000000	1935549
dsF	chr2	-	186000000	186500000	1903442
dsF	chr2	-	186500000	187000000	1896843
dsF	chr2	-	187000000	187500000	1897619
dsF	chr2	-	187500000	188000000	1924017
dsF	chr2	-	188000000	188500000	1951020
dsF	chr2	-	188500000	189000000	1937389
dsF	chr2	-	189000000	189500000	1926580
dsF	chr2	-	189500000	190000000	1925040
dsF	chr2	-	190000000	190500000	1908635
dsF	chr2	-	190500000	191000000	1941848
dsF	chr2	-	191000000	191500000	1961208
dsF	chr2	-	191500000	192000000	1954311
dsF	chr2	-	192000000	192500000	1926451
dsF	chr2	-	192500000	193000000	1954802
dsF	chr2	-	193000000	193500000	1900656
dsF	chr2	-	193500000	194000000	1925816
dsF	chr2	-	194000000	194500000	1940916
dsF	chr2	-	194500000	195000000	1912822
dsF	chr2	-	195000000	195500000	1975574
dsF	chr2	-	195500000	196000000	1998136
dsF	chr2	-	196000000	196500000	2022425
dsF	chr2	-	196500000	197000000	1885783
dsF	chr2	-	197000000	197500000	1832213
dsF	chr2	-	197500000	198000000	1955051
dsF	chr2	-	198000000	198500000	1966526
dsF	chr2	-	198500000	199000000	1942257
dsF	chr2	-	199000000	199500000	1894860
dsF	chr2	-	199500000	200000000	1872280
dsF	chr2	-	200000000	200500000	1901142
dsF	chr2	-	200500000	201000000	1873669
dsF	chr2	-	201000000	201500000	1899427
dsF	chr2	-	201500000	202000000	1842047
dsF	chr2	-	202000000	202500000	1689431
dsF	chr2	-	202500000	203000000	1826089
dsF	chr2	-	203000000	203500000	1842600
dsF	chr2	-	203500000	204000000	1866370
dsF	chr2	-	204000000	204500000	2000924
dsF	chr2	-	204500000	205000000	1974521
dsF	chr2	-	205000000	205500000	1869940
dsF	chr2	-	205500000	206000000	1868777
dsF	chr2	-	206000000	206500000	1837592
dsF	chr2	-	206500000	207000000	1974819
dsF	chr2	-	207000000	207500000	1973781
dsF	chr2	-	207500000	208000000	1779124
dsF	chr2	-	208000000	208500000	1826004
dsF	chr2	-	208500000	209000000	1908113
dsF	chr2	-	209000000	209500000	1946107
dsF	chr2	-	209500000	210000000	1920914
dsF	chr2	-	210000000	210500000	1862892
dsF	chr2	-	210500000	211000000	1911471
dsF	chr2	-	211000000	211500000	1924890
dsF	chr2	-	211500000	212000000	1920755
dsF	chr2	-	212000000	212500000	1929070
dsF	chr2	-	212500000	213000000	1955603
dsF	chr2	-	213000000	213500000	2036942
dsF	chr2	-	213500000	214000000	1918936
dsF	chr2	-	214000000	214500000	1918745
dsF	chr2	-	214500000	215000000	1880284
dsF	chr2	-	215000000	215500000	1874458
dsF	chr2	-	215500000	216000000	1907841
dsF	chr2	-	216000000	216500000	1928914
dsF	chr2	-	216500000	217000000	1930566
dsF	chr2	-	217000000	217500000	1956504
dsF	chr2	-	217500000	218000000	1909709
dsF	chr2	-	218000000	218500000	1836189
dsF	chr2	-	218500000	219000000	1869256
dsF	chr2	-	219000000	219500000	1883017
dsF	chr2	-	219500000	220000000	1896471
dsF	chr2	-	220000000	220500000	1916257
dsF	chr2	-	220500000	221000000	1833357
dsF	chr2	-	221000000	221500000	1909239
dsF	chr2	-	221500000	222000000	1859974
dsF	chr2	-	222000000	222500000	1875240
dsF	chr2	-	222500000	223000000	1849608
dsF	chr2	-	223000000	223500000	1819902
dsF	chr2	-	223500000	224000000	1825583
dsF	chr2	-	224000000	224500000	1865770
dsF	chr2	-	224500000	225000000	1855394
dsF	chr2	-	225000000	225500000	1956435
dsF	chr2	-	225500000	226000000	1918180
dsF	chr2	-	226000000	226500000	1932893
dsF	chr2	-	226500000	227000000	1843041
dsF	chr2	-	227000000	227500000	1867510
dsF	chr2	-	227500000	228000000	1821869
dsF	chr2	-	228000000	228500000	1922137
dsF	chr2	-	228500000	229000000	1899075
dsF	chr2	-	229000000	229500000	1890742
dsF	chr2	-	229500000	230000000	1857219
dsF	chr2	-	230000000	230500000	1911322
dsF	chr2	-	230500000	231000000	1840567
dsF	chr2	-	231000000	231500000	1853557
dsF	chr2	-	231500000	232000000	1850236
dsF	chr2	-	232000000	232500000	1858714
dsF	chr2	-	232500000	233000000	1786298
dsF	chr2	-	233000000	233500000	1854804
dsF	chr2	-	233500000	234000000	1951398
dsF	chr2	-	234000000	234500000	1885093
dsF	chr2	-	234500000	235000000	1889527
dsF	chr2	-	235000000	235500000	1852377
dsF	chr2	-	235500000	236000000	1797658
dsF	chr2	-	236000000	236500000	1871427
dsF	chr2	-	236500000	237000000	1972545
dsF	chr2	-	237000000	237500000	1941992
dsF	chr2	-	237500000	238000000	1876536
dsF	chr2	-	238000000	238500000	1889383
dsF	chr2	-	238500000	239000000	1916702
dsF	chr2	-	239000000	239500000	1832672
dsF	chr2	-	239500000	240000000	1884356
dsF	chr2	-	240000000	240500000	1899548
dsF	chr2	-	240500000	241000000	1878672
dsF	chr2	-	241000000	241500000	1913842
dsF	chr2	-	241500000	242000000	1826212
dsF	chr2	-	242000000	242193529	804094
dsF	chr3	+	0	500000	1894782
dsF	chr3	+	500000	1000000	1991657
dsF	chr3	+	1000000	1500000	1926095
dsF	chr3	+	1500000	2000000	1880240
dsF	chr3	+	2000000	2500000	1896410
dsF	chr3	+	2500000	3000000	1851667
dsF	chr3	+	3000000	3500000	1877400
dsF	chr3	+	3500000	4000000	1905993
dsF	chr3	+	4000000	4500000	1861237
dsF	chr3	+	4500000	5000000	1913841
dsF	chr3	+	5000000	5500000	1861853
dsF	chr3	+	5500000	6000000	1930846
dsF	chr3	+	6000000	6500000	1926107
dsF	chr3	+	6500000	7000000	1871072
dsF	chr3	+	7000000	7500000	1941130
dsF	chr3	+	7500000	8000000	1913818
dsF	chr3	+	8000000	8500000	1918314
dsF	chr3	+	8500000	9000000	1936571
dsF	chr3	+	9000000	9500000	1821447
dsF	chr3	+	9500000	10000000	1789277
dsF	chr3	+	10000000	10500000	1813177
dsF	chr3	+	10500000	11000000	1961195
dsF	chr3	+	11000000	11500000	1876147
dsF	chr3	+	11500000	12000000	1855789
dsF	chr3	+	12000000	12500000	1921163
dsF	chr3	+	12500000	13000000	1802240
dsF	chr3	+	13000000	13500000	1883946
dsF	chr3	+	13500000	14000000	1939020
dsF	chr3	+	14000000	14500000	1869873
dsF	chr3	+	14500000	15000000	1862446
dsF	chr3	+	15000000	15500000	1915925
dsF	chr3	+	15500000	16000000	1959274
dsF	chr3	+	16000000	16500000	1900940
dsF	chr3	+	16500000	17000000	1948947
dsF	chr3	+	17000000	17500000	1928283
dsF	chr3	+	17500000	18000000	1920194
dsF	chr3	+	18000000	18500000	1989137
dsF	chr3	+	18500000	19000000	2026997
dsF	chr3	+	19000000	19500000	1978865
dsF	chr3	+	19500000	20000000	1915680
dsF	chr3	+	20000000	20500000	1861397
dsF	chr3	+	20500000	21000000	1939504
dsF	chr3	+	21000000	21500000	1871526
dsF	chr3	+	21500000	22000000	1888763
dsF	chr3	+	22000000	22500000	1916696
dsF	chr3	+	22500000	23000000	1948619
dsF	chr3	+	23000000	23500000	1855712
dsF	chr3	+	23500000	24000000	1819779
dsF	chr3	+	24000000	24500000	1911677
dsF	chr3	+	24500000	25000000	1967679
dsF	chr3	+	25000000	25500000	1936364
dsF	chr3	+	25500000	26000000	1881065
dsF	chr3	+	26000000	26500000	1886471
dsF	chr3	+	26500000	27000000	1929673
dsF	chr3	+	27000000	27500000	1922651
dsF	chr3	+	27500000	28000000	1837800
dsF	chr3	+	28000000	28500000	1947727
dsF	chr3	+	28500000	29000000	1914805
dsF	chr3	+	29000000	29500000	1959944
dsF	chr3	+	29500000	30000000	1906060
dsF	chr3	+	30000000	30500000	2001247
dsF	chr3	+	30500000	31000000	1989937
dsF	chr3	+	31000000	31500000	1974981
dsF	chr3	+	31500000	32000000	1873926
dsF	chr3	+	32000000	32500000	1843232
dsF	chr3	+	32500000	33000000	1772428
dsF	chr3	+	33000000	33500000	1861304
dsF	chr3	+	33500000	34000000	1880150
dsF	chr3	+	34000000	34500000	1871282
dsF	chr3	+	34500000	35000000	1863956
dsF	chr3	+	35000000	35500000	1913253
dsF	chr3	+	35500000	36000000	1950401
dsF	chr3	+	36000000	36500000	1911886
dsF	chr3	+	36500000	37000000	1936597
dsF	chr3	+	37000000	37500000	1823702
dsF	chr3	+	37500000	38000000	1866856
dsF	chr3	+	38000000	38500000	1947648
dsF	chr3	+	38500000	39000000	1939260
dsF	chr3	+	39000000	39500000	1943620
dsF	chr3	+	39500000	40000000	1939470
dsF	chr3	+	40000000	40500000	1891415
dsF	chr3	+	40500000	41000000	1896687
dsF	chr3	+	41000000	41500000	1799998
dsF	chr3	+	41500000	42000000	1818879
dsF	chr3	+	42000000	42500000	1837051
dsF	chr3	+	42500000	43000000	1905098
dsF	chr3	+	43000000	43500000	1850585
dsF	chr3	+	43500000	44000000	1873552
dsF	chr3	+	44000000	44500000	1822912
dsF	chr3	+	44500000	45000000	1864826
dsF	chr3	+	45000000	45500000	1885017
dsF	chr3	+	45500000	46000000	1943195
dsF	chr3	+	46000000	46500000	1930682
dsF	chr3	+	46500000	47000000	1940903
dsF	chr3	+	47000000	47500000	1811573
dsF	chr3	+	47500000	48000000	1773939
dsF	chr3	+	48000000	48500000	1802205
dsF	chr3	+	48500000	49000000	1841167
dsF	chr3	+	49000000	49500000	1763505
dsF	chr3	+	49500000	50000000	1860509
dsF	chr3	+	50000000	50500000	1883287
dsF	chr3	+	50500000	51000000	1890918
dsF	chr3	+	51000000	51500000	1856491
dsF	chr3	+	51500000	52000000	1858227
dsF	chr3	+	52000000	52500000	1958267
dsF	chr3	+	52500000	53000000	1856152
dsF	chr3	+	53000000	53500000	1827810
dsF	chr3	+	53500000	54000000	1873121
dsF	chr3	+	54000000	54500000	1852432
dsF	chr3	+	54500000	55000000	1769058
dsF	chr3	+	55000000	55500000	1939450
dsF	chr3	+	55500000	56000000	1881211
dsF	chr3	+	56000000	56500000	1920971
dsF	chr3	+	56500000	57000000	1865993
dsF	chr3	+	57000000	57500000	1775067
dsF	chr3	+	57500000	58000000	1782624
dsF	chr3	+	58000000	58500000	1808625
dsF	chr3	+	58500000	59000000	1888037
dsF	chr3	+	59000000	59500000	1897044
dsF	chr3	+	59500000	60000000	1942661
dsF	chr3	+	60000000	60500000	1940796
dsF	chr3	+	60500000	61000000	1910187
dsF	chr3	+	61000000	61500000	1878824
dsF	chr3	+	61500000	62000000	1830338
dsF	chr3	+	62000000	62500000	1871489
dsF	chr3	+	62500000	63000000	1874444
dsF	chr3	+	63000000	63500000	1897398
dsF	chr3	+	63500000	64000000	1878410
dsF	chr3	+	64000000	64500000	1857753
dsF	chr3	+	64500000	65000000	1885949
dsF	chr3	+	65000000	65500000	1911692
dsF	chr3	+	65500000	66000000	1851182
dsF	chr3	+	66000000	66500000	1837726
dsF	chr3	+	66500000	67000000	1863157
dsF	chr3	+	67000000	67500000	1922365
dsF	chr3	+	67500000	68000000	1916060
dsF	chr3	+	68000000	68500000	1922801
dsF	chr3	+	68500000	69000000	1916078
dsF	chr3	+	69000000	69500000	1849370
dsF	chr3	+	69500000	70000000	1909522
dsF	chr3	+	70000000	70500000	1971089
dsF	chr3	+	70500000	71000000	1943918
dsF	chr3	+	71000000	71500000	1867026
dsF	chr3	+	71500000	72000000	1890155
dsF	chr3	+	72000000	72500000	1909624
dsF	chr3	+	72500000	73000000	1897536
dsF	chr3	+	73000000	73500000	1826782
dsF	chr3	+	73500000	74000000	1949012
dsF	chr3	+	74000000	74500000	1925489
dsF	chr3	+	74500000	75000000	1912654
dsF	chr3	+	75000000	75500000	1605575
dsF	chr3	+	75500000	76000000	2581975
dsF	chr3	+	76000000	76500000	1901925
dsF	chr3	+	76500000	77000000	1898376
dsF	chr3	+	77000000	77500000	1900140
dsF	chr3	+	77500000	78000000	1921607
dsF	chr3	+	78000000	78500000	1931472
dsF	chr3	+	78500000	79000000	1841116
dsF	chr3	+	79000000	79500000	1971825
dsF	chr3	+	79500000	80000000	1945705
dsF	chr3	+	80000000	80500000	1906362
dsF	chr3	+	80500000	81000000	1894457
dsF	chr3	+	81000000	81500000	1942560
dsF	chr3	+	81500000	82000000	1899664
dsF	chr3	+	82000000	82500000	1921591
dsF	chr3	+	82500000	83000000	1863322
dsF	chr3	+	83000000	83500000	1893718
dsF	chr3	+	83500000	84000000	1906183
dsF	chr3	+	84000000	84500000	1928984
dsF	chr3	+	84500000	85000000	1918880
dsF	chr3	+	85000000	85500000	1880936
dsF	chr3	+	85500000	86000000	1907723
dsF	chr3	+	86000000	86500000	1923717
dsF	chr3	+	86500000	87000000	1848529
dsF	chr3	+	87000000	87500000	1917273
dsF	chr3	+	87500000	88000000	1908998
dsF	chr3	+	88000000	88500000	1926092
dsF	chr3	+	88500000	89000000	1906472
dsF	chr3	+	89000000	89500000	1906480
dsF	chr3	+	89500000	90000000	1984354
dsF	chr3	+	90000000	90500000	1765061
dsF	chr3	+	90500000	91000000	1592361
dsF	chr3	+	91000000	91500000	1593190
dsF	chr3	+	91500000	92000000	1773529
dsF	chr3	+	92000000	92500000	1637712
dsF	chr3	+	92500000	93000000	1550578
dsF	chr3	+	93000000	93500000	11047316
dsF	chr3	+	93500000	94000000	1523564
dsF	chr3	+	94000000	94500000	1903478
dsF	chr3	+	94500000	95000000	1913681
dsF	chr3	+	95000000	95500000	1931383
dsF	chr3	+	95500000	96000000	1911907
dsF	chr3	+	96000000	96500000	1915874
dsF	chr3	+	96500000	97000000	1952247
dsF	chr3	+	97000000	97500000	1975975
dsF	chr3	+	97500000	98000000	1979937
dsF	chr3	+	98000000	98500000	1945699
dsF	chr3	+	98500000	99000000	1932440
dsF	chr3	+	99000000	99500000	1894851
dsF	chr3	+	99500000	100000000	1942352
dsF	chr3	+	100000000	100500000	1861507
dsF	chr3	+	100500000	101000000	1922920
dsF	chr3	+	101000000	101500000	1969856
dsF	chr3	+	101500000	102000000	1896504
dsF	chr3	+	102000000	102500000	2010932
dsF	chr3	+	102500000	103000000	2003771
dsF	chr3	+	103000000	103500000	1894237
dsF	chr3	+	103500000	104000000	1949843
dsF	chr3	+	104000000	104500000	1948993
dsF	chr3	+	104500000	105000000	1959838
dsF	chr3	+	105000000	105500000	1914897
dsF	chr3	+	105500000	106000000	1917313
dsF	chr3	+	106000000	106500000	1990491
dsF	chr3	+	106500000	107000000	1945079
dsF	chr3	+	107000000	107500000	1892921
dsF	chr3	+	107500000	108000000	1918105
dsF	chr3	+	108000000	108500000	1997022
dsF	chr3	+	108500000	109000000	1967210
dsF	chr3	+	109000000	109500000	1818196
dsF	chr3	+	109500000	110000000	1862216
dsF	chr3	+	110000000	110500000	1921336
dsF	chr3	+	110500000	111000000	2010300
